"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NM_001005530",326.766149907188,-0.823109925732006,0.227293630108769,-3.62311030854218,0.000291081611464564,0.00295966201884942
"NM_001005546",1558.96903328974,-0.732985234912963,0.2825099838515,-2.60435564472816,0.00920471871687821,0.0423130546676633
"NM_001005548",528.193915815668,-0.701499686703984,0.150830392963416,-4.65005706044913,3.31843205887587e-06,7.66495455102352e-05
"NM_001005554",6154.18938319916,0.284213382404754,0.0879918128830156,3.22999912992434,0.00123790594800459,0.00919824809182191
"NM_001005556",924.079751495574,-0.549667981970831,0.196781358493487,-2.79423628621635,0.00520224519350961,0.0276320887282719
"NM_001005873",667.233721554705,0.400762829714298,0.129640875096752,3.09131509692534,0.00199272047909651,0.0132020714854634
"NM_001005876",299.121549783893,0.455806212460726,0.162898978754571,2.79793970999027,0.00514297114899942,0.0274174534481577
"NM_001005879",506.444300239005,0.525064491905371,0.192711156938674,2.7240079411304,0.00644949557230909,0.0322737308964395
"NM_001005891",139.684068582265,0.711612520479542,0.186218078869992,3.8215022424502,0.000132641207665105,0.00159331605371337
"NM_001005906",369.030719313978,1.52029133262066,0.30771829954225,4.89034459573127,1.00659602459746e-06,2.74436860033873e-05
"NM_001005908",7966.40596563746,0.440700326341704,0.136066144636409,3.23866770949413,0.00120089394898363,0.00898964184814268
"NM_001006956",22.7576295265547,0.876067074576555,0.342528722466468,2.52777268618885,0.0114788645254989,0.04977162957626
"NM_001006963",17746.008307259,-0.484313075248857,0.131126320311961,-3.6937070001837,0.000221008442988482,0.00237401690604326
"NM_001006966",4352.45546126963,-0.980208520385485,0.253350967024729,-3.87977221220407,0.000104554332872399,0.00131682285894754
"NM_001006967",2101.99985519919,0.333120452364092,0.120297108056821,2.76911608873588,0.00562086036966415,0.0293345278914925
"NM_001006969",2001.80218730627,-0.433437204254692,0.122030940055326,-3.55186970301845,0.000382504222286342,0.00365775861311676
"NM_001006990",1810.73710092804,-0.611576100324692,0.151575772404655,-4.03510339203851,5.45782587392099e-05,0.000778962863301185
"NM_001006992",7728.47565517559,-1.14511607164994,0.237487234132027,-4.83314287286918,1.34394262447287e-06,3.52355004672224e-05
"NM_001006997",4822.35129678635,-0.49625460381568,0.192689476223207,-2.57631134342508,0.00998606830601389,0.0449494954181195
"NM_001007005",4188.29483315276,0.629626733785409,0.190872722412496,3.29728529704506,0.000976242816953528,0.00773900631628935
"NM_001007014",227.812825570861,-0.393635971426475,0.139409329664415,-2.82257909354924,0.00476390695742217,0.0257488356506687
"NM_001007092",258.406231574737,-0.463375528397535,0.168671395736337,-2.74628723331085,0.00602739675836161,0.0306607437859829
"NM_001007145",2838.65950872838,0.466469635007621,0.116827530475415,3.99271228614318,6.53218083972598e-05,0.000897789426220227
"NM_001007146",717.247323236134,-0.865226138052776,0.269068267030131,-3.22524612545059,0.00125864411495351,0.00932104316455528
