"","GSM971958_JS_04_U133_2..CEL.gz","GSM971959_JS_05_U133_2.CEL.gz","GSM971961_JS_09_U133_2.CEL.gz","GSM971962_JS_100_U133_2.CEL.gz","GSM971967_JS_25_U133_2.CEL.gz","GSM971968_JS_30_U133_2.CEL.gz","GSM971970_JS_34_U133_2.CEL.gz","GSM971974_JS_38bis_U133_2.CEL.gz","GSM971985_JS_60bis_U133_2.CEL.gz","GSM971989_JS_65_U133_2.CEL.gz","GSM971990_JS_66_U133_2.CEL.gz","GSM971993_JS_71_U133_2.CEL.gz","GSM971996_JS_76_U133_2.CEL.gz","GSM972002_JS_83_U133_2.CEL.gz","GSM972005_JS_86_U133_2.CEL.gz","GSM972007_JS_88_U133_2.CEL.gz","GSM972008_JS_90_U133_2.CEL.gz","GSM972011_JS_94_U133_2.CEL.gz","GSM972012_JS_95_U133_2.CEL.gz","GSM972019_080705.02.CEL.gz","GSM972023_280605.01.CEL.gz","GSM972026_280605.07.CEL.gz","GSM972036_SOG_034165_U133_2.CEL.gz","GSM972037_SOG_0463_U133_2.CEL.gz","GSM972039_SOG_10228_U133_2.CEL.gz","GSM972042_SOG_10937_U133_2.CEL.gz","GSM972044_SOG_11196_U133_2.CEL.gz","GSM972045_SOG_11538_U133_2.CEL.gz","GSM972049_SOG_1415_U133_2.CEL.gz","GSM972050_SOG_1421b_U133_2.CEL.gz","GSM972051_SOG_14604_U133_2.CEL.gz","GSM972054_SOG_535_U133_2.CEL.gz","GSM972064_SOG_713_U133_2.CEL.gz","GSM972068_SOG_719_U133_2.CEL.gz","GSM972072_SOG_724_U133_2.CEL.gz","GSM972073_SOG_725_U133_2.CEL.gz","GSM972089_SOG_9184_U133_2.CEL.gz","GSM972091_SOG_9304_U133_2.CEL.gz","GSM972097_050805.04.CEL.gz","GSM972098_050805.06.CEL.gz","GSM972100_050805.08.CEL.gz","GSM972104_051206.14.CEL.gz","GSM972110_070123.01.CEL.gz","GSM972111_070123.03.CEL.gz","GSM972112_070123.11.CEL.gz","GSM972113_070123.15.CEL.gz","GSM972114_070123.16.CEL.gz","GSM972121_110706.23.CEL.gz","GSM972131_121206.18.CEL.gz","GSM972135_VB_005T_U133_2.CEL.gz","GSM972140_VB_012T_U133_2.CEL.gz","GSM972151_VB_055T_U133_2.CEL.gz","GSM972158_VB_078T_U133_2.CEL.gz","GSM972159_VB_080T_U133_2_2.CEL.gz","GSM972178_VB_170T_U133_2.CEL.gz","GSM972181_VB_193T_U133_2.CEL.gz","GSM972183_VB_201T_U133_2.CEL.gz","GSM972184_VB_204T_U133_2.CEL.gz","GSM972186_VB_229T_U133_2.CEL.gz","GSM972191_VB_235T_U133_2.CEL.gz","GSM972195_VB_243T_U133_2.CEL.gz","GSM972197_VB_248T_U133_2.CEL.gz","GSM972210_VB_282T_U133_2.CEL.gz","GSM972212_VB_292T_U133_2.CEL.gz","GSM972218_VB_306T_U133_2.CEL.gz","GSM972226_AD_10_U133_2.CEL.gz","GSM972227_AD_1178_U133_2.CEL.gz","GSM972228_AD_1183_U133_2.CEL.gz","GSM972231_AD_1261_U133_2.CEL.gz","GSM972232_AD_1294_U133_2.CEL.gz","GSM972234_AD_1311_U133_2.CEL.gz","GSM972239_AD_1376_U133_2.CEL.gz","GSM972240_AD_1384_U133_2.CEL.gz","GSM972259_AD_1516_U133_2.CEL.gz","GSM972262_AD_16_U133_2.CEL.gz","GSM972268_AD_416_U133_2.CEL.gz","GSM972269_AD_436_U133_2.CEL.gz","GSM972273_AD_498_U133_2.CEL.gz","GSM972275_AD_51_U133_2.CEL.gz","GSM972279_AD_57_U133_2.CEL.gz","GSM972291_AD_85_U133_2.CEL.gz","GSM972295_AD_885_U133_2.CEL.gz","GSM972296_AD_88_U133_2.CEL.gz","GSM972300_AD_950_U133_2.CEL.gz","GSM972304_MFL_188b_U133_2.CEL.gz","GSM972315_MFL_243b_U133_2.CEL.gz","GSM972325_MFL_414b_U133_2.CEL.gz","GSM972326_MFL_426b_U133_2.CEL.gz","GSM972345_MFL_694b_U133_2.CEL.gz","GSM972349_MFL_804b_U133_2.CEL.gz","GSM972350_MFL_036b_U133_2.CEL.gz","GSM972361_051206.06.CEL.gz","GSM972364_051206.10.CEL.gz","GSM972365_051206.11.CEL.gz","GSM972367_051206.13.CEL.gz","GSM972375_070123.08.CEL.gz","GSM972379_070123.13.CEL.gz","GSM972380_070123.14.CEL.gz","GSM972385_121206.08.CEL.gz","GSM972389_MFL_241_U133_2.CEL.gz","GSM972390_VB_156T_U133_2.CEL.gz","GSM972396_VB_337T_U133_2.CEL.gz","GSM972401_SOG_47_U133_2.CEL.gz","GSM972409_SOG_741_U133_2.CEL.gz","GSM972412_VB_067T_U133_2_2.CEL.gz","GSM972413_VB_074TBis_U133_2.CEL.gz","GSM972422_VB_199T_U133_2.CEL.gz","GSM972429_VB_253T_U133_2.CEL.gz","GSM972433_VB_265T_U133_2.CEL.gz","GSM972438_VB_275T_U133_2.CEL.gz","GSM972440_VB_295T_U133_2.CEL.gz","GSM972443_AD_12_U133_2.CEL.gz","GSM972444_AD_30_U133_2.CEL.gz","GSM972446_AD_64_U133_2.CEL.gz","GSM972453_MFL_160b_U133_2.CEL.gz","GSM972457_MFL_1689b_U133_2.CEL.gz","GSM972459_MFL_189b_U133_2.CEL.gz","GSM972463_MFL_327b_U133_2.CEL.gz","GSM972467_MFL_400b_U133_2.CEL.gz","GSM972472_MFL_440b_U133_2.CEL.gz","GSM972473_MFL_464b_U133_2.CEL.gz","GSM972475_MFL_507b_U133_2.CEL.gz","GSM972476_MFL_540b_U133_2.CEL.gz","GSM972477_MFL_566b_U133_2.CEL.gz","GSM972479_MFL_617b_U133_2.CEL.gz","GSM972480_MFL_627b_U133_2.CEL.gz","GSM972487_MFL_743b_U133_2.CEL.gz","GSM972488_MFL_774b_U133_2.CEL.gz","GSM972489_MFL_786b_U133_2.CEL.gz","GSM972496_MFL_043b_U133_2.CEL.gz","GSM972502_MFL_033_U133_2.CEL.gz","GSM972510_MFL_355_U133_2.CEL.gz","GSM972512_MFL_428_U133_2.CEL.gz","GSM972521_VB_335T_U133_2.CEL.gz"
"203691_at",8.217547,6.139965,9.764348,7.732597,9.951864,4.618741,8.718495,10.25265,10.58765,8.562587,7.684356,8.97207,8.190975,9.537937,7.425427,11.20403,6.696618,5.222983,8.04211,9.311006,8.938306,5.498181,9.984154,11.10902,7.197475,9.880081,6.544555,8.313879,7.810189,8.34754,5.038581,8.20796,7.81892,8.088262,7.250922,6.640691,6.430387,9.438538,5.447179,5.727648,10.0006,8.350539,8.693437,8.625539,9.964614,7.077542,8.245979,11.12221,6.878085,8.942587,7.439111,8.73013,9.748612,8.370236,7.893927,6.954496,10.52056,7.303586,9.90517,8.079524,8.718319,8.911078,5.200149,10.9203,8.034594,8.520469,6.642019,10.68928,7.246646,7.240749,9.175582,4.84949,7.763019,10.02871,6.901804,8.101332,11.26016,7.583957,8.837764,10.06944,7.270514,6.074776,9.1158,8.940308,8.979718,7.577037,8.870533,8.444866,7.045534,10.00792,8.284935,5.975737,6.637257,8.828425,8.600753,6.123546,11.07614,6.813225,6.758239,6.17568,9.588632,7.275792,10.79628,6.289682,6.490348,6.70906,6.137974,10.66391,5.945891,6.16157,8.851132,8.666362,8.02732,10.19878,7.966331,8.9431,9.780298,6.281456,6.054327,7.207594,10.13887,9.153253,9.359819,7.440434,3.938745,8.174356,11.25404,9.129834,7.312122,10.79192,9.586729,7.276609,10.73907,6.065749
"203695_s_at",7.408988,4.637937,8.009767,7.403615,5.076826,7.655244,5.393893,5.373492,4.315672,4.678196,5.027374,5.568543,7.725135,5.259808,3.81328,6.972737,7.250782,7.23467,4.990693,6.563204,5.633403,5.98584,4.840318,4.548189,7.583942,5.178161,4.683518,5.140254,4.606304,4.373377,6.96467,6.907791,7.445551,7.975213,5.966451,6.851619,6.693096,4.184036,7.636846,4.333111,5.272613,6.738695,4.857256,5.157742,8.176288,6.963101,5.926333,5.105859,7.229086,4.578125,7.640269,4.558889,6.934348,5.427136,4.583047,6.855124,4.435517,6.293278,7.441985,5.359453,4.956957,4.662025,6.346464,5.033066,4.728969,5.444965,4.996798,4.77541,8.494295,6.468036,7.282262,5.939393,7.793077,5.534353,8.16991,4.724839,5.137767,4.621312,7.170673,6.398806,6.085674,5.4397,4.98938,4.90851,4.440999,4.472615,6.359763,4.63668,6.604142,7.953401,4.304656,6.170919,5.121505,7.314475,7.817256,5.903751,4.708064,6.427116,7.051493,5.632675,5.896384,5.093166,7.177643,7.553944,5.41172,7.357376,7.64052,4.666049,6.828606,8.137933,6.906052,5.078108,7.480462,5.485595,5.389908,4.834945,5.578049,4.598792,7.733018,6.13459,5.543431,5.394091,7.769637,4.92932,8.928055,4.592461,5.625836,5.306214,5.830886,4.384888,4.969168,5.615971,6.074887,6.51121
"203697_at",7.333455,4.881514,5.976718,8.213786,4.872752,7.989014,5.69654,8.505196,7.916841,6.643189,5.612657,6.517751,7.368727,8.179528,9.276186,7.523418,3.377837,8.778729,6.322003,7.802246,6.341026,6.372125,7.226794,5.505053,7.971793,6.308516,8.66943,5.475417,8.419856,8.980107,6.787551,6.546412,5.774564,5.446846,5.976818,7.942075,7.732124,4.685736,9.070727,8.882363,4.577435,8.629311,6.581957,7.726845,6.224997,7.831088,4.115739,8.689982,6.486409,9.365427,4.364481,6.092981,5.612917,5.901792,8.328597,6.547133,7.491865,5.92649,7.362044,6.864717,4.7363,8.205882,8.178804,8.593626,9.85043,6.816249,6.705479,5.763483,7.488736,6.21168,7.307808,6.443014,5.191802,9.210815,7.697574,10.31881,5.329836,7.625912,4.700433,4.147814,6.919494,4.70219,4.533669,8.534969,4.970068,5.883979,4.353191,8.874536,7.132226,7.569936,6.379665,5.910568,8.340504,5.153096,6.697182,7.596621,7.988446,6.346356,7.903061,9.317595,6.034703,7.795694,4.881306,6.774393,6.134236,7.271888,5.762233,6.067132,6.747569,6.618707,4.679518,4.296674,6.063801,6.473654,6.515876,8.103204,8.472485,6.26704,7.300274,9.459671,5.267443,9.14862,6.851471,4.516525,5.278231,6.598274,7.194988,6.794365,8.538376,6.085674,7.186356,6.812683,5.09531,6.372133
"203698_s_at",6.917179,5.370516,6.042499,8.448553,5.192027,7.97075,5.738405,7.741175,7.756811,6.018688,5.652447,6.207647,7.435716,8.562377,9.49215,7.785027,4.128404,8.82099,6.32073,7.525251,6.232178,6.671328,6.663149,5.183687,7.554769,6.407015,9.114938,5.492158,8.924189,8.986311,6.462534,6.413779,5.838305,5.832743,6.035334,7.933086,7.204236,4.622585,8.849904,8.264255,4.677359,8.954804,6.553237,7.833498,5.952015,7.702376,4.869223,8.125568,6.015669,9.104915,4.684115,6.085347,5.425311,6.281002,7.927574,6.628136,7.655579,5.34379,7.071373,6.461013,5.226598,8.18344,8.482585,8.830932,10.00392,6.603148,6.315574,5.773073,7.400953,6.527667,7.562083,6.578349,5.149217,9.109144,7.408147,10.59163,5.765171,7.52214,4.346902,5.113857,6.436083,4.816381,4.638989,8.337479,3.866608,6.081778,4.777181,8.486714,7.111654,7.258361,6.374379,6.254258,8.708587,5.20551,6.187235,7.400141,7.422456,6.463941,7.438094,9.435232,6.237062,7.266977,5.260634,6.998518,6.258724,7.037604,5.518704,6.161174,6.754346,6.437521,4.964059,5.082682,5.460886,6.298467,6.437284,8.040609,8.169204,5.977798,7.029413,9.879641,5.656122,8.83016,6.818738,5.195133,5.457939,6.622377,7.368629,6.978275,8.754067,6.058641,7.177223,6.551638,5.077593,6.358969
"203766_s_at",8.891088,4.091779,6.885666,9.780803,5.453957,7.76465,5.565248,6.393912,5.915043,5.304235,5.648643,6.013507,8.359094,5.312324,4.770803,9.472938,7.065885,8.153525,5.267221,6.430403,6.27524,8.383042,5.701559,5.204889,10.11878,5.318152,4.564403,5.338817,5.258933,6.21869,10.00205,8.854918,5.874799,7.116948,6.270584,6.934186,10.30143,5.113233,8.2539,5.706498,5.026219,8.248429,5.539202,5.995161,6.902603,9.086083,5.678459,6.323661,7.247412,4.955628,6.241241,4.760711,6.029123,5.27197,6.39524,8.17447,5.060254,6.446253,10.07342,6.421905,5.21749,5.514765,8.609346,5.715668,5.657585,5.402671,5.954685,5.252894,7.914985,7.511982,9.105545,7.371462,8.326763,6.354544,7.888522,5.976491,4.807082,5.244351,9.0905,7.241883,7.805286,5.462564,4.963173,5.799989,5.640803,5.634407,5.865305,5.594787,9.595828,8.621613,4.75355,6.231296,5.05778,6.739563,7.91734,8.514021,4.405669,8.783474,8.915809,5.704182,5.963826,5.811574,6.410202,6.821887,5.629299,7.226081,7.867481,5.94846,9.08959,7.623851,6.51289,4.964353,7.650185,5.985624,5.413046,6.078861,5.905337,6.031381,11.19916,5.609376,5.65162,5.223366,9.217418,5.606321,7.540669,5.676321,5.385454,5.486739,5.76194,5.452058,7.061043,6.177594,6.058648,8.031788
"203798_s_at",7.766463,8.539383,6.836287,6.110089,6.842529,3.987917,6.687757,5.933736,4.38777,6.822241,8.524083,7.693116,6.425912,8.305878,4.656132,5.184505,5.818052,5.335688,5.730545,5.902535,7.703559,5.461656,5.986526,6.956566,4.482713,7.17995,7.286905,4.054901,7.410571,5.607858,6.635299,6.741631,6.370532,7.368495,7.551873,6.505551,5.360148,4.638081,4.187697,6.635861,4.716722,8.038507,5.901658,7.012199,7.186626,6.762627,7.97415,6.726928,3.628857,8.641291,6.825237,4.524694,6.70023,7.595612,5.905517,6.374979,6.172006,6.281039,4.321045,6.564115,5.187583,8.004892,6.872378,5.322953,7.29237,5.289535,5.739737,7.902517,4.83436,7.378258,4.778054,9.697261,6.518419,5.624751,6.303304,7.681907,5.012259,5.547962,4.903094,7.535757,4.651853,5.107437,7.645761,5.268767,6.579663,4.071439,7.524098,5.215348,6.996461,8.828911,5.030197,7.836563,7.214494,7.289654,5.223484,6.819897,5.451025,7.990818,4.329756,7.055332,5.334761,6.389761,5.523384,7.395984,8.225811,7.154505,7.38234,5.161655,6.173845,3.830044,6.405625,7.356931,7.821382,6.793328,7.333606,5.237384,7.578992,4.627683,4.314895,7.14106,4.606487,7.196085,7.632987,6.656853,7.221969,6.649463,5.415444,7.593081,6.73707,6.533617,7.156577,5.266364,6.982533,6.382427
"203815_at",7.360045,8.264606,7.206457,7.965743,8.476981,7.258142,4.372569,7.06694,8.868756,8.465511,3.942957,4.216653,7.088248,6.673052,4.034086,6.009476,6.690711,7.202857,3.834347,6.257462,7.040229,7.093783,6.82149,4.582307,7.954095,4.542765,4.520461,4.418923,7.096221,7.793208,8.059326,7.372907,7.332503,7.203357,7.233247,4.138601,8.200385,7.577181,7.701236,6.570275,4.518794,7.966783,7.222221,3.943417,7.958612,7.936538,8.630165,7.000718,4.730471,7.265551,2.921087,6.31591,6.099214,6.604058,7.247659,5.858569,5.796447,7.869654,6.066666,7.429516,7.132369,7.967622,6.313884,6.925228,7.9273,8.785483,4.180418,4.578319,7.334746,7.896642,7.667715,6.735565,7.62457,4.630969,7.305527,7.671766,7.163382,7.633217,7.686785,7.285617,4.392764,4.494014,4.333187,7.685917,5.993027,8.376324,6.437545,7.791807,6.670361,2.936306,7.717827,5.776927,8.590618,8.016411,7.362916,7.910424,4.081462,4.006963,7.130403,6.636622,7.458272,6.622429,4.178406,4.240687,7.498137,7.485294,7.731731,7.049444,7.33453,3.071637,6.668888,3.900091,7.701666,7.489225,6.953629,7.952134,5.828194,8.10961,7.447986,3.265448,6.986469,7.163472,7.279514,7.720296,7.556109,2.799361,8.16893,7.954336,6.985527,4.830017,7.501668,6.412974,6.615109,5.518496
"203817_at",8.15907,6.293577,7.44268,9.159764,6.189618,8.379354,5.883434,6.922787,5.349495,6.003574,6.455766,7.129381,9.071965,6.964934,4.063877,8.523976,7.671556,8.786932,6.08291,7.335131,6.819344,7.198431,6.251958,4.636274,8.851396,5.938607,4.87751,6.688871,5.848127,5.776799,9.094774,8.237142,7.363301,7.92554,7.522832,8.009235,9.359722,4.86315,8.219677,5.056975,6.609471,8.866534,6.405659,6.586429,7.672692,8.330749,6.924127,6.727648,8.292229,5.622866,7.540835,5.848565,7.517286,6.380697,5.260663,8.967074,5.001942,8.272692,8.310691,6.415808,5.917545,6.09725,7.570728,6.346943,5.917971,7.291722,4.613567,5.939468,9.152187,8.058948,9.299891,8.508723,8.045368,6.372066,7.776216,5.574921,5.735941,4.701801,7.968642,8.355899,8.494925,5.66131,6.021935,6.245315,5.396819,5.412788,7.228914,5.60411,8.853353,8.842731,4.624565,7.45529,6.618491,7.667287,8.394321,7.98568,5.427182,8.242166,8.231245,6.561083,6.234188,5.950957,8.46138,7.934569,7.153024,8.287913,7.009957,5.858825,9.273679,8.302772,7.165667,6.961289,8.843816,7.446034,5.906598,5.810018,6.291695,5.884251,10.21308,7.764277,6.810149,5.958464,9.250665,5.723508,8.399946,5.710392,6.257103,6.176589,6.423503,5.360893,6.003571,6.091488,7.405357,8.32525
"203819_s_at",3.28295,5.985099,3.180592,4.361662,7.168163,8.621684,6.429119,3.931822,2.50731,4.417937,6.23297,3.226434,4.760305,3.357347,2.680188,4.474356,6.661981,4.404103,3.112887,6.200392,2.996144,6.501073,3.47521,7.310618,3.067882,2.802107,6.922648,2.891095,4.750845,2.893532,4.792799,3.566146,3.700934,3.215997,6.431999,4.990381,4.878145,4.335189,4.904444,8.124671,5.167767,2.946621,6.249557,3.137348,5.590651,3.943227,3.97022,3.503952,3.385315,3.263087,5.413575,3.204719,6.416956,3.332726,3.392641,3.822234,6.93109,3.622173,3.20459,4.741213,4.446404,4.867736,5.025756,2.891168,2.913867,3.163864,3.083231,3.937134,7.060337,3.528239,3.107872,5.223769,8.409436,3.484812,4.09729,6.66231,3.200372,3.446708,6.303653,5.695962,2.89001,4.744845,2.870256,4.885146,3.317471,2.836484,6.770853,4.697711,3.080621,3.473462,4.335018,7.262344,6.209911,5.829845,2.986853,3.388474,2.88829,7.614003,4.074627,6.497576,3.386187,3.134834,5.764722,7.214109,5.918357,3.240994,3.421661,5.192972,6.655181,4.083546,8.036205,5.33409,6.41322,3.162489,3.645135,3.45722,6.137035,2.955924,6.363307,8.208071,5.579126,5.409558,3.054875,6.398315,2.925334,3.173525,4.03293,5.538536,5.177595,3.23717,2.899146,3.795952,5.604413,6.291538
"203820_s_at",3.903939,6.642018,3.310349,4.977408,7.657893,9.059615,7.043932,4.339563,2.735883,5.555771,6.705891,3.815243,6.425997,4.304174,2.600809,5.25193,7.492396,5.450304,2.909252,6.539083,3.084806,6.938829,3.967494,7.864761,3.636542,3.361674,8.324668,3.507546,5.556436,3.028907,5.928706,3.714498,4.498843,3.965784,7.335558,5.959569,4.991553,5.294349,4.339132,8.050291,5.73356,3.188371,7.036511,3.631608,6.212506,3.39106,4.644374,3.483,3.338864,3.478699,6.238572,3.892195,6.894514,3.764977,3.702897,4.113553,6.75471,4.242754,3.524757,4.474841,5.290138,6.111351,5.059601,4.087752,3.282537,3.531308,3.595538,4.048213,7.819567,3.288434,3.392681,5.962259,8.516736,3.70849,5.103202,7.573457,3.79734,3.490971,7.594597,6.158983,3.433586,4.837522,3.322581,6.414106,3.339567,3.197049,7.618443,5.461928,3.190729,4.702794,5.202508,8.149992,6.876744,6.134583,3.184077,4.071274,3.392606,8.179266,3.977281,6.815496,3.991391,3.773993,6.722479,7.604509,6.089554,4.014057,3.829006,5.629869,7.525975,4.37327,9.250088,7.125405,7.535766,3.522674,2.935178,3.824466,6.670275,2.961306,7.194611,8.693792,6.435868,6.21345,3.232289,6.300992,4.032664,3.897606,4.862761,6.558379,6.155892,3.224498,3.001846,4.618635,6.680398,7.08652
"203860_at",7.355268,10.63631,7.980634,9.740959,10.72282,5.341458,10.09868,9.653275,10.20024,10.84512,7.993321,9.845262,6.206232,11.72254,9.624566,7.393507,6.063858,7.257376,7.762312,7.471734,11.26012,7.13326,11.51494,9.682191,7.654743,10.83706,11.75123,7.879653,7.707163,9.463963,9.429923,6.908869,6.529819,7.157982,6.685423,7.346398,8.081906,7.587324,6.22867,6.594373,7.346967,9.957488,7.921889,8.380855,11.76913,7.426262,11.33452,11.17174,7.298876,11.41895,9.092657,7.627556,6.751826,10.14682,8.580748,6.520911,10.56414,6.00815,7.22938,8.238096,8.113783,11.43772,7.237077,7.998511,11.46299,10.7221,11.33731,9.326985,7.493718,9.286025,8.190222,8.166214,7.336793,10.14875,7.031805,10.45473,8.515811,9.127586,5.615004,8.885851,10.64699,6.090852,8.283114,10.25453,6.127157,6.458492,10.55923,7.175602,6.296904,7.93875,8.524267,6.670349,11.77487,6.396801,7.745312,11.33748,9.407918,7.472492,7.420096,10.20248,9.504889,10.59325,8.336549,6.990716,9.996472,10.35524,6.180886,7.295054,10.77462,9.981582,5.959031,8.422022,5.591313,11.75349,10.42793,8.14841,9.946541,8.844014,6.548425,11.78854,6.349942,10.08314,7.831726,9.527646,8.152659,10.74843,9.672203,11.03592,10.34001,8.812397,9.26711,10.5907,6.48982,6.999035
"203874_s_at",6.953314,4.309337,6.728012,6.726174,4.618732,5.930106,3.837966,4.572263,4.18142,3.899529,4.402858,5.031512,7.164111,4.534108,6.350422,6.064118,6.846856,7.481888,4.272806,5.837392,4.366954,6.325151,4.413859,3.613428,7.942789,4.258038,4.323108,4.826051,4.230345,3.995087,7.460577,7.110452,5.988709,6.557821,5.756823,6.149495,7.589854,4.425039,6.438662,3.108106,4.245658,6.724334,4.026186,4.595392,6.485381,6.660863,4.318597,4.268112,6.496945,5.167774,6.991508,4.589395,5.238797,4.664876,3.138949,5.997731,3.557858,6.83685,6.073434,4.919258,3.62199,3.712206,5.117446,4.601757,5.790225,6.714726,3.840702,3.705611,7.671098,5.148154,7.221223,4.714721,5.67629,7.182102,6.863351,4.558801,6.180917,3.569893,7.665569,5.617142,4.946948,3.862155,6.604392,4.355636,3.29381,4.443127,4.983489,3.584467,5.978251,6.923441,4.677515,7.600562,4.500661,5.747513,6.004642,5.076828,3.801003,7.379955,5.545896,5.564292,4.106633,5.894863,6.692285,5.722951,7.190272,6.97845,5.076732,3.927894,6.902229,8.234552,6.314393,3.667783,6.40267,5.1787,4.184952,6.538947,6.176121,4.472199,7.418782,6.114233,5.359583,3.894071,6.816149,3.520165,8.276195,4.48004,4.425885,6.345142,5.705666,3.267085,3.621958,4.825815,6.327503,5.884838
"203876_s_at",5.552384,5.280988,6.090905,8.670327,5.369785,8.354703,6.34025,8.182146,4.87426,6.171422,4.73196,5.887493,8.830608,5.444184,4.569205,8.416579,6.179171,7.772418,5.293178,8.683956,5.501197,5.531259,5.766347,5.125953,5.230275,5.842593,4.893028,5.619896,4.74531,5.332145,6.175223,8.819152,5.59708,7.655004,5.612961,6.902759,5.248791,5.488389,10.44114,5.42489,5.712552,7.562425,5.54932,7.335563,8.572012,8.861168,5.328922,5.359185,7.113558,4.577108,8.181205,5.142039,7.765604,6.591213,5.638794,6.694305,5.49782,4.954673,7.300028,5.452925,6.450054,6.187635,6.26101,5.235166,5.323753,5.826674,5.114479,5.629954,6.778444,6.692432,9.197227,6.044624,8.481116,5.447673,9.631435,5.65913,5.886905,5.720072,6.937608,5.432211,6.559636,6.160517,5.218455,5.538515,5.257123,4.729527,5.561805,5.120669,7.585442,7.587448,4.924723,5.33679,5.780007,8.277664,9.212669,6.593945,5.405269,6.6797,6.333328,5.455159,6.564386,5.462474,5.672962,7.192184,5.494572,9.466213,8.658493,5.639221,6.430429,6.436242,5.801018,5.900584,8.1621,6.794679,5.857851,5.720445,5.025359,5.532332,6.631377,5.532192,5.904247,5.725073,9.078637,5.050534,10.53957,5.532596,5.767469,5.794093,7.950605,4.964452,6.346759,6.075831,6.292927,6.66092
"203881_s_at",7.351717,4.986493,4.678108,8.339641,4.619022,5.828019,3.58496,3.743977,5.460383,4.507075,5.28112,5.174721,5.669292,3.828016,2.834654,7.37077,5.137059,7.008754,6.508714,5.550681,4.443492,6.675623,4.44687,3.431871,8.843546,4.739342,3.632988,5.486184,4.185054,4.767682,8.616381,6.789906,4.409621,4.977046,6.277718,5.910308,9.280952,3.891234,4.882562,3.922236,4.02154,6.785788,4.24128,4.45554,4.923102,5.889779,5.230391,4.727399,5.651989,3.655748,6.959238,6.601563,4.057328,5.238756,4.379885,5.647674,3.827556,5.270208,7.388381,4.661643,4.621954,4.05454,6.991903,4.716543,4.812417,3.776789,4.739136,4.90116,6.270661,4.019302,7.662319,7.644664,7.911814,4.694563,4.223736,3.804782,3.736765,5.037447,5.316085,5.418641,5.697295,4.067027,6.305331,4.166512,3.316849,5.176335,6.12168,3.365427,7.468162,6.304062,5.791641,5.112906,3.461599,4.193058,5.314074,6.676463,3.86395,7.534373,6.039106,4.628914,3.80543,4.68332,5.747399,6.651337,4.847635,5.629439,3.457817,4.830811,7.677727,6.544934,4.642129,3.410403,5.144142,7.566714,6.346551,4.500924,5.726622,6.057292,8.650942,4.176152,4.499269,3.737913,7.132825,4.325875,5.227044,6.774027,6.009874,3.615525,3.960763,6.025585,4.053,6.165779,5.448565,6.680219
"203889_at",6.351721,7.69939,7.207137,7.552183,3.190705,6.903972,7.595545,7.047598,7.84761,8.472242,7.581871,6.987979,7.261015,5.750059,3.782793,7.20119,8.400714,7.144759,7.029956,6.025917,8.690739,6.054763,5.326115,7.779398,5.683987,8.012229,6.0138,5.462953,6.560746,8.3828,6.424876,6.909611,7.732678,7.464276,6.540587,6.890589,6.950433,6.497869,5.508039,3.623762,6.90561,7.760865,5.676378,8.897206,9.025355,7.191156,9.563435,4.5763,6.982868,7.706848,7.782423,6.575146,5.475684,8.793279,7.246627,5.959827,5.003885,7.15066,7.401867,8.336409,6.705686,8.688602,5.162386,7.422472,7.654477,4.566164,5.996201,9.52949,8.266849,5.207081,8.830561,6.288221,6.533799,6.593731,7.875645,4.872711,6.146668,8.360517,7.768334,7.542259,5.385967,5.843886,7.631925,6.043663,6.510268,6.810676,8.314882,3.736188,6.513245,7.088528,7.937156,6.696555,8.478396,6.459255,5.935931,7.903247,5.260686,6.431477,5.514994,9.403274,4.880893,8.155732,7.94874,6.969152,6.023821,6.469603,6.590375,5.557984,6.058913,7.305201,7.491862,6.430082,6.937665,4.928172,8.695138,6.758534,7.708056,7.683624,5.804522,6.368429,5.59291,5.524279,6.079808,4.456144,7.394704,9.112654,7.602167,8.733919,9.147824,7.432163,4.853347,6.946435,6.719898,6.550875
"203892_at",7.085646,5.971892,6.840692,7.394632,5.450646,10.60969,6.281242,10.00333,8.703241,6.86377,5.895981,7.694441,6.118885,9.363167,8.767646,6.483019,8.273129,7.769167,9.946198,7.675261,7.239837,7.940271,10.01581,6.636806,7.645014,7.971497,10.50962,7.584023,6.448117,8.928133,7.409494,8.517636,7.593401,6.779033,5.354909,7.42176,8.246119,7.534416,6.987111,9.508145,5.740789,7.556621,7.96829,9.00031,8.525528,7.282133,6.270189,11.11084,6.415997,9.484173,6.685406,7.518891,5.30328,7.239667,8.099191,6.730886,9.804056,6.535066,7.016603,8.093724,6.591531,8.788047,6.898779,8.934396,10.39232,7.350575,9.279834,6.219663,6.208813,7.320608,7.149491,5.626826,6.365203,10.12258,7.034436,11.35325,7.861441,8.281594,8.323886,5.785904,6.234796,7.284755,8.724256,7.231198,8.641993,6.863626,4.983422,8.597435,6.386869,6.638902,8.3859,6.452773,10.28466,6.327958,6.450842,6.479702,9.458809,8.560821,7.361335,9.846376,6.308196,9.903983,7.330773,5.703364,9.147378,7.018649,8.04791,9.427441,5.726829,9.590971,6.93514,5.911437,6.476249,6.587118,7.762284,7.516632,9.006931,6.643238,6.84201,10.87122,6.934562,11.03291,5.978412,6.628411,8.121999,8.060591,8.43441,9.015084,9.395646,6.693487,9.296507,8.480579,5.486085,6.926427
