"PROBEID","t","p","padj","SYMBOL"
"242680_at",8.17885524964794,6.55210693979764e-12,1.42086058425357e-11,"AVPR1A"
"236300_at",8.12243056029403,3.91796802693953e-13,9.25680408834015e-13,"PDE3A"
"210119_at",8.1111359269709,7.69734330412038e-12,1.66449612974693e-11,"KCNJ15"
"209555_s_at",8.01431333661622,7.92983804489263e-12,1.71235289798739e-11,"CD36"
"204597_x_at",8.01234489042023,7.89206862595966e-13,1.82795114468143e-12,"STC1"
"229125_at",7.97420128264002,2.5451335066895e-11,5.29429266133373e-11,"KANK4"
"205475_at",7.95018221554641,3.82464107664799e-11,7.87032995745708e-11,"SCRG1"
"207753_at",7.94421407473081,1.07420124032687e-12,2.46197919003059e-12,"ZNF304"
"231202_at",7.91882026655581,1.16395450186248e-12,2.65972289903203e-12,"ALDH1L2"
"202917_s_at",7.90464889452427,1.16904787314531e-12,2.66738046763855e-12,"S100A8"
"226304_at",7.88055303891854,2.84993812627647e-11,5.91227001535132e-11,"HSPB6"
"207317_s_at",7.85140390773597,9.70455300648663e-11,1.9653003509168e-10,"CASQ2"
"219791_s_at",7.84359413547041,8.68212498307619e-11,1.76290893224001e-10,"HAND2-AS1"
"1553102_a_at",7.82435149070718,2.21754410864896e-11,4.65076716485144e-11,"CCDC69"
"204563_at",7.82301781660857,3.70307846589743e-12,8.1574289658834e-12,"SELL"
"203876_s_at",7.78445321890206,2.40300972342624e-11,5.01911035002124e-11,"MMP11"
"223987_at",7.74080764803762,8.64928547872408e-11,1.75857318299158e-10,"CHRDL2"
"228821_at",7.73566231137163,1.79592085894873e-11,3.79248942765587e-11,"ST6GAL2"
"205907_s_at",7.73085023745771,1.42262660282334e-10,2.85083943576247e-10,"OMD"
"214453_s_at",7.68936981275671,5.62102825212218e-12,1.22589661737878e-11,"IFI44"
"205624_at",7.64768778864719,3.91707909324204e-12,8.61644840769191e-12,"CPA3"
"225540_at",7.59810613385088,2.02120540600401e-11,4.24480860986576e-11,"MAP2"
"205381_at",7.5946771445458,1.19003682736626e-11,2.52697140457385e-11,"LRRC17"
"232060_at",7.58990480390109,1.17674077326712e-11,2.50220850537772e-11,"ROR1"
"228885_at",7.58890358906926,2.18763157875812e-10,4.33842480191538e-10,"MAMDC2"
"223374_s_at",7.58876406665336,1.14995723655398e-11,2.4520675893651e-11,"B3GALNT1"
"223599_at",7.58227093156899,2.81994448893189e-11,5.85798509166178e-11,"TRIM6"
"206211_at",7.58194956949224,9.81770544534656e-11,1.98558877633099e-10,"SELE"
"206898_at",7.56395107098938,2.11522312332833e-10,4.20026796603849e-10,"CDH19"
"213994_s_at",7.47340432999961,1.02800928404006e-11,2.20123386554591e-11,"SPON1"
"205428_s_at",7.45149337525311,1.81523080907104e-10,3.61864370922885e-10,"CALB2"
"209795_at",7.43305620557222,3.74448242377009e-11,7.72614904419408e-11,"CD69"
"229390_at",7.34787036749069,2.38450784720045e-11,4.98726982795613e-11,"CALHM6"
"219872_at",7.34279362030998,3.78944959068758e-11,7.80840824137642e-11,"GASK1B"
"203881_s_at",7.33001619203343,7.23415201931686e-11,1.47673156554322e-10,"DMD"
"204364_s_at",7.30754235784187,2.77885791509845e-10,5.46842091004591e-10,"REEP1"
"235086_at",7.29986243955084,2.20670484841163e-10,4.36494201927417e-10,"THBS1"
"1555938_x_at",7.28687899071901,3.71758525270959e-10,7.26899491941046e-10,"VIM"
"228365_at",7.24305616948124,3.2734133203921e-11,6.77242674800041e-11,"CPNE8"
"228133_s_at",7.23083060425659,8.91797658495679e-10,1.71310190107514e-09,"MYH11|NDE1"
"228504_at",7.2207988749539,1.07412208942164e-09,2.05524723944764e-09,"SCN7A"
"219908_at",7.21493726200502,2.22732128416327e-10,4.40003727232771e-10,"DKK2"
"220301_at",7.12599448302089,3.71739845860113e-10,7.26899491941046e-10,"CCDC102B"
"232298_at",7.112983537808,1.50715319582377e-09,2.86996460548034e-09,"MBNL1-AS1"
"229947_at",7.06834862390499,2.71563163539181e-10,5.3508777783589e-10,"PI15"
"228390_at",7.02750538248982,1.01352661530998e-10,2.04172269478892e-10,"RAB30"
"227870_at",7.01581105317356,3.46075834382366e-10,6.78414983917288e-10,"IGDCC4"
"224901_at",6.99931910790233,1.190934030121e-10,2.38967234615367e-10,"SCD5"
"209469_at",6.99866312007789,2.82136369663713e-09,5.30000959454165e-09,"GPM6A"
"206439_at",6.97756754067718,2.23436347775027e-09,4.21801539387874e-09,"EPYC"
"231166_at",6.95635640788323,1.52852107801099e-10,3.0550466976956e-10,"GPR155"
"209613_s_at",6.90372729916377,8.13127150975822e-10,1.5698583457049e-09,"ADH1B"
"1560396_at",6.87546541193228,1.56699381728843e-09,2.98020811710384e-09,"KLHL6"
"220005_at",6.87046164784522,7.07102960666406e-10,1.36688716260135e-09,"P2RY13"
"213537_at",6.84543337667699,3.84492539080033e-10,7.49882901059275e-10,"HLA-DPA1"
"219230_at",6.82811037053542,1.58297059603785e-09,3.006858539124e-09,"TMEM100"
"207957_s_at",6.82019416047296,9.76966741987475e-10,1.87435599245968e-09,"PRKCB"
"228731_at",6.79257931645113,4.69491670609205e-10,9.14493317687905e-10,"GUCY1A2"
"221031_s_at",6.72768679516401,6.47871789248524e-10,1.25555912574619e-09,"APOLD1"
"210078_s_at",6.68640693347858,5.6061274563757e-09,1.04543010179186e-08,"KCNAB1"
"204533_at",6.6647854296705,8.8412624266211e-10,1.7004990923564e-09,"CXCL10"
"209465_x_at",6.59060487668375,6.47993013794486e-09,1.2025179443871e-08,"PTN"
"228407_at",6.5334808378179,1.06899765511051e-08,1.95302554889522e-08,"SCUBE3"
"205884_at",6.42867190098755,4.10739116994831e-09,7.6969594629019e-09,"ITGA4"
"227084_at",6.42035094765042,7.5009405912305e-09,1.38527624187864e-08,"DTNA"
"204584_at",6.36168408504533,9.50784943431024e-09,1.74748109050768e-08,"L1CAM"
"223435_s_at",6.32533046030294,4.48897687724353e-09,8.40174034114896e-09,"PCDHA@|PCDHA1|PCDHA10|PCDHA11|PCDHA12|PCDHA13|PCDHA2|PCDHA3|PCDHA4|PCDHA5|PCDHA6|PCDHA7|PCDHA8|PCDHA9|PCDHAC1|PCDHAC2"
"204422_s_at",6.28285807615293,1.43559339198352e-08,2.61032480181326e-08,"FGF2"
"219836_at",6.26848598797439,2.59746455169856e-08,4.65113243117017e-08,"ZBED2"
"206577_at",6.17736115229387,3.8495496043066e-08,6.85309353975977e-08,"VIP"
"235004_at",6.15872313450734,2.09510728268628e-08,3.76922356027344e-08,"RBM24"
"203001_s_at",6.14193855057606,2.99044038426407e-08,5.34855634148164e-08,"STMN2"
"229623_at",6.1179090286822,1.48678685749434e-08,2.7002024659832e-08,"TMEM150C"
"234994_at",6.11775508032918,1.1719614721286e-08,2.13349942191307e-08,"TMEM200A"
"227458_at",6.10972096670535,2.58950531136044e-08,4.64230987317662e-08,"CD274"
"223235_s_at",6.10877021666115,1.11263516184305e-08,2.03032709509142e-08,"SMOC2"
"203915_at",6.09965791925148,1.54397067914094e-08,2.80073354237534e-08,"CXCL9"
"205898_at",6.06622306966551,4.04803220124897e-08,7.18427420076216e-08,"CX3CR1"
"213131_at",6.06044394799205,1.85246974014831e-08,3.35240091272702e-08,"OLFM1"
"221207_s_at",6.05469060948766,1.91307951088305e-08,3.45392067354004e-08,"NBEA"
"227769_at",6.04239696505323,2.15639721252713e-08,3.87493442767492e-08,"GPR27"
"236028_at",5.96552494537153,6.63188902139261e-08,1.16438326740276e-07,"IBSP"
"226587_at",5.89792257014431,4.00766156695534e-08,7.12628322765229e-08,"PWAR6|SNRPN"
"229649_at",5.88926337054269,4.56131087657266e-08,8.06393412474912e-08,"NRXN3"
"205943_at",5.88505588626289,3.20800097696312e-08,5.73097957494813e-08,"TDO2"
"215268_at",5.85298573343819,7.84174779266175e-08,1.37051551033849e-07,"KIAA0754"
"213418_at",5.81599516667313,5.59327886979166e-08,9.86556445812331e-08,"HSPA6"
"213895_at",5.78748407447793,7.31659601684973e-08,1.28166001164725e-07,"EMP1"
"210674_s_at",5.78052729942886,6.23257268944589e-08,1.09805164413598e-07,"PCDHA1|PCDHA10|PCDHA11|PCDHA12|PCDHA13|PCDHA2|PCDHA3|PCDHA4|PCDHA5|PCDHA6|PCDHA7|PCDHA8|PCDHA9|PCDHAC1|PCDHAC2"
"229435_at",5.76696550986003,6.61877421729778e-08,1.16341484806922e-07,"GLIS3"
"217388_s_at",5.72956010198528,6.76870888169951e-08,1.1870439058284e-07,"KYNU"
"205207_at",5.71501469832864,1.46703590162666e-07,2.53502479163705e-07,"IL6"
"227812_at",5.70330049306336,8.87441222396609e-08,1.54746299714033e-07,"TNFRSF19"
"205242_at",5.66278908858226,1.50074196642024e-07,2.59034492738376e-07,"CXCL13"
"227148_at",5.61152119210892,2.35678842740774e-07,4.0281386319978e-07,"PLEKHH2"
"229339_at",5.60394176263716,4.91315423491577e-07,8.24784992725443e-07,"MYOCD"
"230372_at",5.59623320717182,2.28461124408493e-07,3.91684189775368e-07,"HAS2"
"229400_at",5.50464123325883,2.68376654441848e-07,4.56538508833855e-07,"HOXD10"
"204591_at",5.50184381577814,2.68780108169317e-07,4.567173647139e-07,"CHL1"
"232099_at",5.47292435457145,2.66108276578233e-07,4.53183283027001e-07,"PCDHB16"
"201849_at",5.45822733704574,2.35742143322667e-07,4.0281386319978e-07,"BNIP3"
"206067_s_at",5.45067221302993,3.30924965048101e-07,5.61069901980778e-07,"WT1"
"206157_at",5.44670967594619,7.76774845968267e-07,1.29688363050972e-06,"PTX3"
"210933_s_at",5.44609259797491,2.49713104066395e-07,4.25735815507406e-07,"FSCN1"
"205514_at",5.38734776577116,3.74094454484421e-07,6.3146483992905e-07,"ZNF415"
"232315_at",5.32151628285432,5.87656553256141e-07,9.8435687421789e-07,"ZNF880"
"205501_at",5.31858915127916,4.37865837405941e-07,7.36673183591754e-07,"PDE10A"
"213371_at",5.30374084432258,1.71595497198662e-06,2.81276987378106e-06,"LDB3"
"205792_at",5.29218352709172,1.7118828465295e-06,2.80910250593425e-06,"CCN5"
"1553613_s_at",5.24925151997756,7.41420240341446e-07,1.24056217263689e-06,"FOXC1"
"231940_at",5.20368937291997,7.50705865592574e-07,1.2547278168365e-06,"ZNF529"
"210133_at",5.1896641233472,9.42079870723245e-07,1.56604156577339e-06,"CCL11"
"221974_at",5.16701700590419,1.12218704911811e-06,1.85938135519462e-06,"IPW|PWARSN|SNORD107|SNORD115-13|SNORD115-26|SNORD115-7|SNORD116-22|SNORD116-28|SNORD116-4|SNRPN"
"219685_at",5.15603824399376,1.62899771832283e-06,2.67883513077578e-06,"TMEM35A"
"236121_at",5.13041959054593,1.51010217636545e-06,2.48866139075943e-06,"OR51E2"
"242767_at",5.08777552494601,3.24801557904004e-06,5.22892939170378e-06,"LMCD1"
"219288_at",5.02176888429072,1.75220728223575e-06,2.86912229850581e-06,"C3orf14"
"241762_at",5.02098024248061,2.66315619345174e-06,4.30548271612948e-06,"FBXO32"
"221491_x_at",5.01210281163385,1.92879481074293e-06,3.15153132897271e-06,"HLA-DQB1|HLA-DRB1|HLA-DRB3|HLA-DRB4|HLA-DRB5|HLA-DRB6"
"235201_at",4.95486971915573,2.52104662755941e-06,4.08868896906086e-06,"FOXP2"
"227742_at",4.94305287476678,2.30423177150191e-06,3.74498815516924e-06,"CLIC6"
"238462_at",4.93923201528768,3.25447138077874e-06,5.23381899576917e-06,"UBASH3B"
"210164_at",4.91643222636322,3.08004845860374e-06,4.96897174933859e-06,"GZMB"
"219764_at",4.87057973474952,5.39288214085147e-06,8.60949171808508e-06,"FZD10"
"213438_at",4.85738560803533,5.23256901799253e-06,8.36227887948493e-06,"NFASC"
"210873_x_at",4.85029139708688,6.13983241595728e-06,9.7713964956659e-06,"APOBEC3A|APOBEC3A_B"
"206595_at",4.81006164512833,8.36024962024331e-06,1.31818147977266e-05,"CST6"
"200930_s_at",4.79007495171521,1.01513972730454e-05,1.5940296641059e-05,"VCL"
"206858_s_at",4.73553608407038,5.65055249587647e-06,9.00207686908103e-06,"HOXC6"
"219454_at",4.73245745572891,6.7381645360034e-06,1.07124921127946e-05,"EGFL6"
"205157_s_at",4.69260353346335,1.07395029393701e-05,1.68120439674598e-05,"JUP|KRT17"
"232067_at",4.60705501213115,1.36259091984505e-05,2.11360354435944e-05,"FAXC"
"206207_at",4.6067705649731,1.41112329154333e-05,2.18666979691583e-05,"CLC"
"206224_at",4.596302548968,1.30358090574478e-05,2.03029742288429e-05,"CST1"
"203680_at",4.58867602354998,1.02635932410511e-05,1.60999602992308e-05,"PRKAR2B"
"228933_at",4.57893988755569,1.06759639891804e-05,1.67296835900054e-05,"NHS"
"225288_at",4.5637801265967,1.16924321730551e-05,1.82664425070891e-05,"COL27A1"
"220794_at",4.52674073001731,2.31666149328284e-05,3.53972928764075e-05,"GREM2"
"213479_at",4.52038096694655,1.5057697981174e-05,2.32861975850276e-05,"NPTX2"
"205767_at",4.48369867057898,1.70044639202885e-05,2.62173557522273e-05,"EREG"
"206552_s_at",4.48363168161077,2.11919615516923e-05,3.24448931356409e-05,"TAC1"
"202746_at",4.45449405593036,1.77695493319504e-05,2.736939640565e-05,"ITM2A"
"1552848_a_at",4.44996507399623,2.44357873928915e-05,3.72621419307938e-05,"PTCHD1"
"236429_at",4.43330290871206,2.35913480402976e-05,3.60103228810525e-05,"ZNF83"
"229228_at",4.37778932746778,2.56401247476706e-05,3.89821558974019e-05,"CREB5"
"205549_at",4.25212971380288,5.88780723706627e-05,8.82882750239811e-05,"PCP4"
"226869_at",4.10963455518855,6.97896566107125e-05,0.000104343715108399,"MEGF6"
"205863_at",4.10578314174125,0.000102852824066291,0.00015258495508284,"S100A12"
"201117_s_at",4.08011351562302,7.94843715364724e-05,0.000118491307519318,"CPE"
"215175_at",4.07661713220721,9.70748407706639e-05,0.000144152843084274,"PCNX1"
"213832_at",4.07233693573339,8.16529453722449e-05,0.00012160569977131,"KCND3"
"209598_at",4.05432724719429,8.65479646822027e-05,0.000128645566920828,"PNMA2"
"231148_at",4.0283417992345,0.000116198251209219,0.000171883596716246,"IGFL2"
"225915_at",3.9756805460718,0.000134963480131709,0.000198681815463122,"CAB39L"
"223503_at",3.93459360820721,0.000141799500544859,0.000208144808565847,"TMEM163"
"219772_s_at",3.9319880372465,0.00018161145887644,0.00026531215986625,"SMPX"
"205442_at",3.91799763162319,0.000142901391991002,0.000209561332507877,"MFAP3L"
"215078_at",3.87607135108235,0.000212845338365609,0.000308877927049997,"SOD2|SOD2-OT1"
"205220_at",3.86096852845724,0.000193632918593424,0.000282066601680811,"HCAR3"
"209278_s_at",3.84795494554708,0.000208335700438284,0.000302907841757848,"TFPI2"
"228737_at",3.83388083514976,0.000214178281779931,0.00031051794451238,"TOX2"
"205910_s_at",3.82665538792151,0.000251879006242133,0.000362431164057054,"CEL"
"220133_at",3.8049905198586,0.000238411722908599,0.000344022947948223,"ODAM"
"213906_at",3.79759512966486,0.000266571734833582,0.00038285302629476,"MYBL1"
"1555564_a_at",3.77627694839935,0.000241781674462795,0.000348557197365857,"CFI"
"227892_at",3.65595185074388,0.000409593185494423,0.000584424200365296,"PRKAA2"
"229152_at",3.58325477775612,0.000543419303447189,0.000769634554650921,"FDCSP"
"214023_x_at",3.57108921946961,0.000525023174904881,0.000744268963684605,"TUBB2B"
"228233_at",3.56528521171741,0.000544444028358387,0.000770373204636498,"FREM1"
"213831_at",3.48488605863153,0.000715405683312019,0.00100577236101993,"HLA-DQA1"
"226344_at",3.40534613387564,0.000897289622857122,0.00125571335703314,"ZMAT1"
"209792_s_at",3.38632685209632,0.000986664472122648,0.00137826944052899,"KLK10"
"204714_s_at",3.37365005439943,0.00100435470188661,0.00140170195860383,"F5"
"205064_at",3.34410801970273,0.0012845487345349,0.00177976842766781,"SPRR1B"
"209125_at",3.33565193237285,0.00132318554709094,0.00183164292278141,"KRT6A"
"229288_at",3.31013567024799,0.00137091307239296,0.0018959963087928,"EPHA7"
"235798_at",3.27055844122907,0.00138750076458348,0.00191720547886038,"TMEM170B"
"206924_at",3.18311383051985,0.00199522888135521,0.00273228570425297,"IL11"
"229768_at",3.18110999457027,0.00189394430634925,0.00259590754970519,"OR51E1"
"206167_s_at",3.13375213733234,0.00213454101943041,0.00291784133995353,"ARHGAP6"
"203434_s_at",3.12174060047602,0.0024891533310755,0.00337845190591896,"MME"
"228562_at",3.1173239554011,0.00226934847394356,0.00309394530544576,"ZBTB10"
"244056_at",3.10941070008438,0.00267690414355275,0.00362364300953073,"SFTA2"
"209292_at",3.09112784930119,0.00243657727419758,0.00331002644791171,"ID4"
"205488_at",3.07768552000407,0.00259103355548941,0.00351050652518078,"GZMA"
"205110_s_at",3.00631815696134,0.00317019728250071,0.00427627492467716,"FGF13"
"226145_s_at",2.97203470773579,0.00360237397125439,0.00484103851854496,"FRAS1"
"206857_s_at",2.96396077258457,0.00360469229989631,0.00484103851854496,"FKBP1B"
"212094_at",2.96174146833474,0.00388840563380557,0.00521291508349942,"PEG10"
"230425_at",2.92648733978987,0.0041460311401695,0.0055485783877618,"EPHB1"
"204259_at",2.91783630027423,0.00426603857880375,0.00570419656257515,"MMP7"
"227123_at",2.90847623516201,0.0045400898207387,0.00604950175417837,"RAB3B"
"216560_x_at",2.90152040068427,0.00450372523981408,0.0060167568430675,"IGLC1"
"1553808_a_at",2.8788279355871,0.00502846861181847,0.00668279986518582,"NKX2-3"
"1555867_at",2.81141257390674,0.00591735621965304,0.00783691381685882,"GNG4"
"204784_s_at",2.80602814517219,0.00578113427184216,0.00766977172460168,"MLF1"
"218804_at",2.76420641038666,0.00662015266276977,0.00874499890138094,"ANO1"
"206757_at",2.76138140160443,0.0069796994099895,0.00918823714247113,"PDE5A"
"204268_at",2.69275069636826,0.00840210464752499,0.0110322660509097,"S100A2"
"203548_s_at",2.66856982325181,0.00858561952284306,0.0112635676859235,"LPL"
"221618_s_at",2.61612014826742,0.0100412519864955,0.0131170279789459,"TAF9B"
"209728_at",2.59766525367945,0.0108169455613862,0.0141182810353642,"HLA-DRB4"
"207412_x_at",2.58419348841056,0.0115238241321642,0.0150025295462104,"CELP"
"204614_at",2.56713400059563,0.0122929096675783,0.0159495294076799,"SERPINB2"
"234764_x_at",2.52852357676988,0.0128575785249603,0.016653936312787,"CKAP2|IGLC1|IGLJ3|IGLV@|IGLV1-44"
"223761_at",2.52053242804864,0.0135917007431081,0.0175602479643025,"FGF19"
"226789_at",2.48114937258448,0.0144598357161635,0.0186346872739447,"EMB"
"206884_s_at",2.45979148597382,0.0157516327609279,0.020282379946998,"SCEL"
"230831_at",2.44524716108721,0.0158816928359886,0.0204326653209231,"FRMD5"
"211643_x_at",2.43756730341469,0.0163295960843452,0.0209912775861734,"IGK|IGKC"
"214012_at",2.40804121004481,0.0175333274106949,0.0225008585630964,"ERAP1"
"1558930_at",2.40172396238389,0.0183510171232857,0.0235108010173643,"LINC00460"
"228293_at",2.37055980998712,0.0192295453736909,0.0245746527271459,"DEPDC7"
"205860_x_at",2.36107612577165,0.0198447857795134,0.0253186391903625,"FOLH1|FOLH1B"
"204733_at",2.35983678234702,0.0202388518988397,0.0257356164926276,"KLK6"
"232752_at",2.35677306872234,0.020015703949003,0.0255154394220846,"LOXL1-AS1"
"1552767_a_at",2.35313788759316,0.0201617391249217,0.0256802184694302,"HS6ST2"
"209480_at",2.35047854518604,0.0204902379110235,0.0260336549724291,"HLA-DQB1"
"218990_s_at",2.33539958157267,0.021914865998068,0.0277975640787424,"SPRR3"
"206859_s_at",2.32099089427219,0.0233343388040387,0.0295246881892424,"PAEP"
"241803_s_at",2.31847518432608,0.0221476437769875,0.0280642109546548,"LOC102723678|LOC102723709"
"229975_at",2.27875731740681,0.024294882624803,0.0306387687797145,"BMPR1B"
"217258_x_at",2.27155083638698,0.0250233494497746,0.0315314798416502,"IGLV1-44"
"228262_at",2.26899580577401,0.0255074746731575,0.0320886965691078,"MAP7D2"
"204602_at",2.25563450395837,0.0265588294652421,0.033383881700563,"DKK1"
"202376_at",2.22256523091086,0.0282443241696411,0.0354152828040299,"SERPINA3"
"211798_x_at",2.18805941527969,0.0306874604564888,0.0383217797380786,"IGLJ3"
"211633_x_at",2.15644692614039,0.033284016499065,0.0414628391050191,"IGHG1"
"206513_at",2.12331897354089,0.0356729136754027,0.0444026266967817,"AIM2"
"214974_x_at",2.10604497455087,0.0374491525551733,0.0465001237323361,"CXCL5"
"211637_x_at",2.06279630646006,0.0415573273627531,0.05139278529271,"IGH|IGHA1|IGHA2|IGHD|IGHG1|IGHG3|IGHG4|IGHM|IGHV3-23|IGHV4-31"
"214146_s_at",2.05975388042005,0.0416504982348008,0.0514664348647943,"PPBP"
"214240_at",2.02508682485853,0.0449413542910929,0.0553541539981201,"GAL"
"222771_s_at",1.99036186826151,0.0487813784440777,0.0598911711290161,"MYEF2"
"211506_s_at",1.98166351937665,0.0498545306239695,0.0611107176823838,"CXCL8"
"216510_x_at",1.92355806476911,0.0569133457658914,0.0695405685295927,"IGHA1|IGHG1|IGHM|IGHV3-23|IGHV4-31"
"244774_at",1.90641542762884,0.0594866970597207,0.072569030436998,"PHACTR2"
"228592_at",1.84279694988305,0.0681861250251747,0.0827202515162778,"MS4A1"
"218963_s_at",1.84190127112872,0.068417308690915,0.0828793506762296,"KRT23"
"211122_s_at",1.80683120587667,0.0733643276655257,0.0887209997282147,"CXCL11"
"216491_x_at",1.8062391610972,0.0736813926315476,0.089034105855485,"IGHM"
"1554997_a_at",1.77249964849009,0.0791586265655012,0.0954515488387187,"PTGS2"
"237625_s_at",1.76233763615955,0.0811163113117947,0.0975562235807994,"IGKC"
"230147_at",1.74817496915265,0.0841290260555783,0.100941644898974,"F2RL2"
"209016_s_at",1.74400428938209,0.0849840369326805,0.101887674662438,"KRT7"
"233011_at",1.73221429226769,0.0868574771718658,0.10405226725362,"ANXA1"
"205544_s_at",1.71588709816385,0.0895371454486182,0.107178553308706,"CR2"
"239381_at",1.70089589086679,0.0922565040740118,0.110347427919775,"KLK7"
"226913_s_at",1.64194795215451,0.103494708101835,0.12302049542229,"SOX8"
"206336_at",1.63610292950545,0.105010051683159,0.124628208625517,"CXCL6"
"217546_at",1.62875031160101,0.105795321736883,0.125462926087659,"MT1M"
"216541_x_at",1.61893424734512,0.108616529352556,0.128708905912355,"IGHG1|IGHM"
"204475_at",1.60509995459389,0.11145593133661,0.131971408257038,"MMP1"
"213172_at",1.58391655363968,0.116121666205241,0.137283606919092,"TTC9"
"213680_at",1.55416525704248,0.123165310806214,0.145171477901667,"KRT6B"
"228038_at",1.55249862117263,0.123172926057652,0.145171477901667,"SOX2"
"209735_at",1.53361025417917,0.127717380464523,0.150065471597225,"ABCG2"
"203820_s_at",1.52037742956206,0.131158932491486,0.153873046470855,"IGF2BP3"
"206515_at",1.50633266956478,0.134722084211025,0.15787356464707,"CYP4F3"
"214973_x_at",1.50088160086139,0.136083246260373,0.158919488958529,"IGHD"
"203819_s_at",1.49408997810608,0.137879342772881,0.160894263555854,"IGF2BP3|MALSU1"
"1558686_at",1.45276121202115,0.148792533476609,0.173232980040067,"MPV17L"
"208121_s_at",1.43813228953246,0.152941859531117,0.177523871828764,"PTPRO"
"206204_at",1.43260448929796,0.154741469619106,0.179340794842431,"GRB14"
"204885_s_at",1.4089389721203,0.161433158496597,0.18667233055762,"MSLN"
"238755_at",1.40137132646102,0.164135226948744,0.189367771257368,"RASSF10"
"217281_x_at",1.36131649749497,0.176150609850247,0.202771867429118,"IGH|IGHA1|IGHA2|IGHG1|IGHG2|IGHG3|IGHM|IGHV4-31"
"205054_at",1.33646092144907,0.184352638490457,0.211577128582376,"NEB"
"214455_at",1.33150031381662,0.186059348405823,0.213375926898364,"H2BC10|H2BC4|H2BC6|H2BC7|H2BC8"
"1569040_s_at",1.31495292418427,0.191398280499386,0.219006552649148,"ANKRD36BP2"
"241703_at",1.29336533138312,0.19820658868971,0.226627548382335,"RUNDC3B"
"226492_at",1.26585595610951,0.207804780103387,0.236894354682268,"SEMA6D"
"223779_at",1.231215763067,0.221001500625104,0.251190272796611,"AFAP1-AS1"
"229797_at",1.2240844273373,0.223238777873239,0.253544932436149,"MCOLN3"
"205625_s_at",1.22358378157661,0.223912413655851,0.254121501339591,"CALB1"
"213796_at",1.20472443046087,0.231072251458452,0.26185907992812,"SPRR1A"
"204273_at",1.18733433996088,0.237361540762714,0.268787366056002,"EDNRB"
"209591_s_at",1.12860696238837,0.261480410042085,0.294791242838315,"BMP7"
"204260_at",1.12226588723735,0.264271818832003,0.297719024747459,"CHGB"
"227318_at",1.09805884230734,0.274342122142891,0.308609690669189,"TMEM178B"
"219529_at",1.05502472663337,0.293865630596418,0.328640087978901,"CLIC3"
"206785_s_at",1.05213947647645,0.295167870742162,0.32985548182938,"KLRC1|KLRC2"
"242517_at",1.02298429597418,0.309167754568478,0.345248601199373,"KISS1R"
"230135_at",0.964777829479264,0.336572396319886,0.373671021585022,"HHIP"
"228988_at",0.95612880862698,0.340759342397299,0.37777158089085,"ZNF711"
"206624_at",0.946704597074755,0.345901630291017,0.38319493196494,"USP9Y"
"210143_at",0.936008360361205,0.352148980374621,0.389597186408149,"ANXA10"
"1559584_a_at",0.933735295428964,0.352189749176275,0.389597186408149,"C16orf54"
"209459_s_at",0.923696913225682,0.357498228059685,0.394614121960619,"ABAT"
"215033_at",0.921334821357576,0.358870454218067,0.395843418881744,"TM4SF1"
"231009_at",0.917880294164354,0.361124774429364,0.398043217891545,"PLA2G12B"
"228010_at",0.915100631793534,0.362199120726648,0.398843697764693,"PPP2R2C"
"213674_x_at",0.883115919060364,0.378842981280074,0.415672378331176,"IGHD|IGHG1"
"203815_at",0.882790411291506,0.379019359993678,0.415672378331176,"GSTT1"
"235057_at",0.871851238707797,0.385244418577949,0.421894996311044,"ITCH"
"224590_at",0.864578595656812,0.389097333100047,0.425809876323211,"XIST"
"209869_at",0.853802907881074,0.394761010744403,0.431391225874148,"ADRA2A"
"207457_s_at",0.83280895173755,0.406905292765693,0.443712253008744,"LY6G6D|LY6G6F"
"241716_at",0.814828046520395,0.416896505233365,0.453637917208445,"HSPD1"
"205048_s_at",0.795413247115368,0.427957252161779,0.465012457813828,"PSPH|PSPHP1"
"205001_s_at",0.782621335577053,0.435741387672027,0.472531364079327,"DDX3Y"
"207057_at",0.781682994753742,0.435802930163298,0.472531364079327,"SLC16A7"
"237974_at",0.738178919723643,0.46191345951262,0.498723206286193,"ABHD12B|MIR4454"
"235075_at",0.734515522898019,0.464023614812296,0.500295883294102,"DSG3"
"210643_at",0.730429051513058,0.466566233537379,0.502683253726761,"TNFSF11"
"236892_s_at",0.709925375858899,0.479071780214272,0.513626677526646,"HOXB-AS3"
"218625_at",0.702121302942555,0.483874159432552,0.518412412939984,"NRN1"
"210675_s_at",0.697515038558682,0.48697827964931,0.521118297896816,"PTPRR"
"219614_s_at",0.697286682035601,0.487080525336606,0.521118297896816,"SLC6A20"
"208025_s_at",0.686269730588162,0.493913311787346,0.527691053975176,"HMGA2"
"203913_s_at",0.665366283229708,0.507113287452259,0.540285624975232,"HPGD"
"223565_at",0.656419418470576,0.512879024212986,0.544911718299848,"MZB1"
"224367_at",0.641924625081737,0.522043825646275,0.552731049145538,"BEX2"
"216733_s_at",0.627407982133973,0.531478364545781,0.562331289647264,"GATM"
"235683_at",0.623483173647002,0.534060135151176,0.564672698146719,"SESN3"
"202888_s_at",0.617678272471221,0.537852033030754,0.568289484175352,"ANPEP"
"234608_at",0.608290975073307,0.544451806553435,0.574469824833432,"LAMA3"
"206569_at",0.581956224029535,0.561905191124978,0.590443958553425,"IL24"
"1552511_a_at",0.580254532103386,0.563015867474998,0.590800063813723,"CPA6"
