"","Probeset_ID","t_stats","p_value","adjust_p"
"205884_at.t","205884_at",6.42867190098755,4.10739116994831e-09,7.6969594629019e-09
"205886_at.t","205886_at",-3.67395930178269,0.000353347674817714,0.000505584383313944
"205892_s_at.t","205892_s_at",-4.90471465901829,3.91975153028963e-06,6.27078327363994e-06
"205898_at.t","205898_at",6.06622306966551,4.04803220124897e-08,7.18427420076216e-08
"205907_s_at.t","205907_s_at",7.73085023745771,1.42262660282334e-10,2.85083943576247e-10
"205910_s_at.t","205910_s_at",3.82665538792151,0.000251879006242133,0.000362431164057054
"205916_at.t","205916_at",-2.67226340343318,0.00864654510298854,0.0113337847197564
"205927_s_at.t","205927_s_at",-3.46468428131992,0.000784647942880325,0.00110109624248376
"205941_s_at.t","205941_s_at",15.0594412121626,6.96022954530522e-27,4.7785253066647e-26
"205942_s_at.t","205942_s_at",-8.83422986255838,5.44452160888764e-15,1.44866609793282e-14
"205943_at.t","205943_at",5.88505588626289,3.20800097696312e-08,5.73097957494813e-08
"205950_s_at.t","205950_s_at",-4.06626015037096,8.41824347463183e-05,0.000125251027790683
"205979_at.t","205979_at",-7.90327020544112,9.72119743092082e-13,2.23470769770868e-12
"205991_s_at.t","205991_s_at",11.2276880069606,8.91079916026078e-20,3.45378063654665e-19
"206000_at.t","206000_at",-7.05687196416591,2.66284324864759e-10,5.25362501762818e-10
"206023_at.t","206023_at",-3.20236940916641,0.00174974838622468,0.0024068865941689
"206025_s_at.t","206025_s_at",15.0740708509522,2.93185190294693e-29,2.56495157909243e-28
"206026_s_at.t","206026_s_at",15.6776644179379,1.30096878360775e-31,1.50892667250263e-30
"206032_at.t","206032_at",-2.07205658012169,0.0402513367188899,0.0498582496089162
"206067_s_at.t","206067_s_at",5.45067221302993,3.30924965048101e-07,5.61069901980778e-07
"206070_s_at.t","206070_s_at",10.8579420630488,2.18131966942955e-16,6.57401656278867e-16
"206101_at.t","206101_at",15.4444807931517,1.29573932760313e-25,8.03148546785582e-25
"206104_at.t","206104_at",-2.15827126988576,0.0327342014921035,0.0408111258016372
"206143_at.t","206143_at",-4.41719785246937,2.09834099395286e-05,3.21577583757941e-05
"206149_at.t","206149_at",-6.61552875684037,8.54127247785972e-10,1.64693805586943e-09
"206157_at.t","206157_at",5.44670967594619,7.76774845968267e-07,1.29688363050972e-06
"206167_s_at.t","206167_s_at",3.13375213733234,0.00213454101943041,0.00291784133995353
"206172_at.t","206172_at",-2.52827799146312,0.0126409081148469,0.0163871552276296
"206198_s_at.t","206198_s_at",-7.53399020165609,7.67815648560699e-12,1.6626955557941e-11
"206199_at.t","206199_at",-7.71356037076149,4.23072875217201e-12,9.29303546567482e-12
"206201_s_at.t","206201_s_at",10.0905496946836,1.08008848695424e-15,3.06793223288859e-15
"206207_at.t","206207_at",4.6067705649731,1.41112329154333e-05,2.18666979691583e-05
"206209_s_at.t","206209_s_at",-5.74349643641977,9.7321587448273e-08,1.69317443617393e-07
"206211_at.t","206211_at",7.58194956949224,9.81770544534656e-11,1.98558877633099e-10
"206224_at.t","206224_at",4.596302548968,1.30358090574478e-05,2.03029742288429e-05
"206227_at.t","206227_at",12.7689820815234,7.79960232150463e-20,3.03847103160906e-19
"206254_at.t","206254_at",-3.5634335227153,0.000510133033467068,0.000723831023390251
"206262_at.t","206262_at",-6.46133691104207,1.8429176446805e-09,3.49196400248248e-09
"206268_at.t","206268_at",-5.09889358658997,1.78106130146492e-06,2.91325304758845e-06
"206286_s_at.t","206286_s_at",-4.1675655321756,7.58724822909695e-05,0.000113217125133991
"206291_at.t","206291_at",-2.75199637715596,0.00683729891537894,0.00902405572365961
"206326_at.t","206326_at",8.53607027655117,9.22367940316802e-13,2.12672487443528e-12
"206340_at.t","206340_at",-5.09393957739448,1.21936954440688e-06,2.01604187093622e-06
"206354_at.t","206354_at",-2.36566166764691,0.0196005779960707,0.0250279273661253
"206367_at.t","206367_at",-4.28686741614967,3.79279265544973e-05,5.72659324999363e-05
"206418_at.t","206418_at",-4.66452077375664,1.11109746880227e-05,1.73757939196759e-05
"206432_at.t","206432_at",5.56358477895201,3.48460203027662e-07,5.89494553409227e-07
"206439_at.t","206439_at",6.97756754067718,2.23436347775027e-09,4.21801539387874e-09
"206442_at.t","206442_at",-2.51121555831428,0.0133172306088168,0.017220168971367
"206488_s_at.t","206488_s_at",7.60396085809107,2.51447481424565e-11,5.23924223145247e-11
"206513_at.t","206513_at",2.12331897354089,0.0356729136754027,0.0444026266967817
"206552_s_at.t","206552_s_at",4.48363168161077,2.11919615516923e-05,3.24448931356409e-05
"206561_s_at.t","206561_s_at",-7.1494202502527,9.53619610664336e-11,1.93376374030079e-10
"206577_at.t","206577_at",6.17736115229387,3.8495496043066e-08,6.85309353975977e-08
"206584_at.t","206584_at",15.089744012943,1.73762494471783e-30,1.82212588381027e-29
"206595_at.t","206595_at",4.81006164512833,8.36024962024331e-06,1.31818147977266e-05
"206619_at.t","206619_at",-2.2836565813796,0.0240075588646437,0.0303263800509649
"206638_at.t","206638_at",10.8033501221521,8.26029003320197e-16,2.36383253099668e-15
"206664_at.t","206664_at",-7.10559146586386,7.21629070203256e-11,1.47505221159037e-10
"206693_at.t","206693_at",-3.11553531830644,0.00228825794886028,0.00311683533781591
"206710_s_at.t","206710_s_at",8.71217839362136,1.27149743870663e-14,3.31065064397933e-14
"206715_at.t","206715_at",11.1354976161122,1.4421214861255e-17,4.68766028717229e-17
"206757_at.t","206757_at",2.76138140160443,0.0069796994099895,0.00918823714247113
"206784_at.t","206784_at",-3.13018854353668,0.00215187964994662,0.00293891859417331
"206796_at.t","206796_at",14.9646615738171,5.49309832557187e-26,3.4895989777803e-25
"206797_at.t","206797_at",-7.60799770788873,5.07422701366112e-12,1.10822276147149e-11
"206857_s_at.t","206857_s_at",2.96396077258457,0.00360469229989631,0.00484103851854496
"206858_s_at.t","206858_s_at",4.73553608407038,5.65055249587647e-06,9.00207686908103e-06
"206859_s_at.t","206859_s_at",2.32099089427219,0.0233343388040387,0.0295246881892424
"206884_s_at.t","206884_s_at",2.45979148597382,0.0157516327609279,0.020282379946998
"206898_at.t","206898_at",7.56395107098938,2.11522312332833e-10,4.20026796603849e-10
"206924_at.t","206924_at",3.18311383051985,0.00199522888135521,0.00273228570425297
"206953_s_at.t","206953_s_at",11.9563295754908,3.52452527783717e-22,1.62531572300262e-21
"207033_at.t","207033_at",-3.84434570983336,0.000188605467617163,0.000275004734211311
"207052_at.t","207052_at",-4.44805023928466,2.0271430690195e-05,3.11289472283737e-05
"207074_s_at.t","207074_s_at",-7.04233826657904,1.02274599876297e-10,2.05758754810263e-10
"207191_s_at.t","207191_s_at",17.0108865710039,8.34424357031418e-34,1.26485513922287e-32
"207200_at.t","207200_at",-4.96836182876698,2.64230779153239e-06,4.27629305373793e-06
"207214_at.t","207214_at",-12.2122467093841,7.67065158413572e-22,3.43385016821982e-21
"207217_s_at.t","207217_s_at",-5.00922011520612,2.95643583707371e-06,4.77458150480997e-06
"207233_s_at.t","207233_s_at",17.2862093797207,1.01660811013534e-32,1.33027950138223e-31
"207245_at.t","207245_at",-5.34087792806014,3.93043410594797e-07,6.61990606843381e-07
"207249_s_at.t","207249_s_at",-7.3180313938039,9.83825597962496e-11,1.98712004021185e-10
"207259_at.t","207259_at",-6.49832667145179,1.80198970656454e-09,3.41864466016148e-09
"207317_s_at.t","207317_s_at",7.85140390773597,9.70455300648663e-11,1.9653003509168e-10
"207380_x_at.t","207380_x_at",-4.58603551391979,1.28943618632132e-05,2.01031242490625e-05
"207392_x_at.t","207392_x_at",-6.00062716470833,2.08255293437602e-08,3.75104534415258e-08
"207412_x_at.t","207412_x_at",2.58419348841056,0.0115238241321642,0.0150025295462104
"207426_s_at.t","207426_s_at",14.1675949914799,7.93303048984367e-25,4.51504449068798e-24
"207480_s_at.t","207480_s_at",11.2542612478449,5.20117566052482e-21,2.18763734512733e-20
"207529_at.t","207529_at",-4.91829836016995,2.55008159232806e-06,4.13140202947541e-06
"207544_s_at.t","207544_s_at",-7.59423743085986,6.13281226234634e-12,1.33371243943924e-11
"207558_s_at.t","207558_s_at",-3.09338003068273,0.00253312841915982,0.00343509265698289
"207601_at.t","207601_at",-8.22123301965536,1.87234229772975e-13,4.54026273095534e-13
"207753_at.t","207753_at",7.94421407473081,1.07420124032687e-12,2.46197919003059e-12
"207814_at.t","207814_at",-5.98885746369608,1.89160674522543e-08,3.41918527383722e-08
"207957_s_at.t","207957_s_at",6.82019416047296,9.76966741987475e-10,1.87435599245968e-09
"207961_x_at.t","207961_x_at",9.92757830585349,4.03229732561135e-15,1.08879139427001e-14
"208063_s_at.t","208063_s_at",-9.66801347743607,4.80541825293339e-17,1.5138056265928e-16
"208126_s_at.t","208126_s_at",-7.12341339639636,8.499687409662e-11,1.73045497662134e-10
"208131_s_at.t","208131_s_at",20.691782201932,6.39076415302629e-37,1.77895634877877e-35
"208170_s_at.t","208170_s_at",-7.12335016393324,9.89545149272489e-11,1.99603902969194e-10
"208250_s_at.t","208250_s_at",-7.54360771699229,8.32267931176673e-12,1.79212686727354e-11
"208335_s_at.t","208335_s_at",10.5525735451218,2.46804818564348e-16,7.36565647606269e-16
"208343_s_at.t","208343_s_at",-2.57948181171124,0.0110105845312691,0.0143587776127538
"208383_s_at.t","208383_s_at",-4.00051592374604,0.00011849027501418,0.000175104836917673
"208396_s_at.t","208396_s_at",16.2831051187833,1.78232344616415e-26,1.16612700687065e-25
"208473_s_at.t","208473_s_at",-4.90420794615587,3.40596437118211e-06,5.46024235840819e-06
"208596_s_at.t","208596_s_at",-7.7766840864814,3.3946127953807e-12,7.49949810927539e-12
"208791_at.t","208791_at",12.2265647871455,5.7717930655213e-23,2.8505210268752e-22
"208792_s_at.t","208792_s_at",12.1163829562023,1.60812995052249e-22,7.59414763180521e-22
"209047_at.t","209047_at",13.5333108281483,2.29723543673132e-25,1.36850873682321e-24
"209125_at.t","209125_at",3.33565193237285,0.00132318554709094,0.00183164292278141
"209167_at.t","209167_at",12.0366920136705,9.88496618769662e-19,3.50321371142674e-18
"209170_s_at.t","209170_s_at",10.6168393748834,2.17920354345544e-16,6.57401656278867e-16
"209209_s_at.t","209209_s_at",19.5642050801587,5.37950790009496e-38,2.05900664876135e-36
"209210_s_at.t","209210_s_at",20.7530342226025,2.23114863157588e-43,3.10535323176606e-41
"209242_at.t","209242_at",12.6915839562626,1.06298926612794e-19,4.08903659910018e-19
"209278_s_at.t","209278_s_at",3.84795494554708,0.000208335700438284,0.000302907841757848
"209283_at.t","209283_at",19.3654543759496,1.2849832642124e-34,2.28756904361532e-33
"209292_at.t","209292_at",3.09112784930119,0.00243657727419758,0.00331002644791171
"209301_at.t","209301_at",-5.96364241954049,2.30814114028846e-08,4.14274804898198e-08
"209309_at.t","209309_at",-2.75445222898794,0.00690322829463392,0.00909538943122593
"209335_at.t","209335_at",19.1344046446493,1.03221277468334e-39,6.07814522323153e-38
"209395_at.t","209395_at",8.98768226788227,2.39040636904954e-15,6.62991331705588e-15
"209396_s_at.t","209396_s_at",8.49499388509652,4.87798944150641e-14,1.22229162601413e-13
"209406_at.t","209406_at",8.83118311190604,6.2167625846265e-15,1.643845167023e-14
"209465_x_at.t","209465_x_at",6.59060487668375,6.47993013794486e-09,1.2025179443871e-08
"209469_at.t","209469_at",6.99866312007789,2.82136369663713e-09,5.30000959454165e-09
"209470_s_at.t","209470_s_at",6.50490803522726,1.96759657048992e-08,3.54816295573624e-08
"209480_at.t","209480_at",2.35047854518604,0.0204902379110235,0.0260336549724291
"209524_at.t","209524_at",16.6224095533565,1.99223630278308e-33,2.85057362575785e-32
"209526_s_at.t","209526_s_at",14.6114841581643,2.06345378419586e-27,1.4972264187696e-26
"209540_at.t","209540_at",10.8325586613543,1.12383409205106e-17,3.68434688421878e-17
"209541_at.t","209541_at",12.3598828414276,3.36707556276837e-21,1.44803165353887e-20
"209555_s_at.t","209555_s_at",8.01431333661622,7.92983804489263e-12,1.71235289798739e-11
"209596_at.t","209596_at",15.624490194125,2.20601155953452e-31,2.50178051677581e-30
"209598_at.t","209598_at",4.05432724719429,8.65479646822027e-05,0.000128645566920828
"209612_s_at.t","209612_s_at",6.37222130987602,8.4540792059147e-09,1.55942111617535e-08
"209613_s_at.t","209613_s_at",6.90372729916377,8.13127150975822e-10,1.5698583457049e-09
"209621_s_at.t","209621_s_at",19.9032415311784,3.46386189412694e-38,1.45393409099711e-36
"209655_s_at.t","209655_s_at",16.634588438618,5.73872433570915e-30,5.74247513592857e-29
"209656_s_at.t","209656_s_at",17.3642121402062,7.51408425009768e-36,1.64343756955708e-34
"209676_at.t","209676_at",8.60945952864139,8.7735870433295e-14,2.17000997792205e-13
"209687_at.t","209687_at",15.2276280489548,1.16507469625492e-29,1.08104809694926e-28
"209708_at.t","209708_at",15.1483462795313,2.51654501537851e-27,1.80038804604883e-26
"209728_at.t","209728_at",2.59766525367945,0.0108169455613862,0.0141182810353642
"209752_at.t","209752_at",-4.57063773135566,1.3176327765154e-05,2.04801602116251e-05
"209758_s_at.t","209758_s_at",14.7444112672148,2.68609949696276e-24,1.47928716901079e-23
"209763_at.t","209763_at",10.9779643153931,1.19351159497173e-16,3.66920934116811e-16
"209792_s_at.t","209792_s_at",3.38632685209632,0.000986664472122648,0.00137826944052899
"209795_at.t","209795_at",7.43305620557222,3.74448242377009e-11,7.72614904419408e-11
"209868_s_at.t","209868_s_at",22.6626455161317,3.84404660214157e-47,2.94261767393937e-44
"209875_s_at.t","209875_s_at",10.480409072372,5.38069944192767e-19,1.95209735677518e-18
"209894_at.t","209894_at",8.72629798160953,1.85981488007771e-14,4.77747748556874e-14
"209897_s_at.t","209897_s_at",17.5781571571011,5.56158168983193e-35,1.03838799599179e-33
"209924_at.t","209924_at",11.7674291670551,2.10727572202925e-20,8.5350241545682e-20
"209946_at.t","209946_at",17.9987544354352,8.60002182727632e-33,1.13505460496207e-31
"209948_at.t","209948_at",13.0447861036002,3.32850456383729e-20,1.32706783521742e-19
"209949_at.t","209949_at",13.5058844625576,1.92711932537725e-25,1.16617378938837e-24
"209955_s_at.t","209955_s_at",14.7813168583772,1.05152518549299e-29,9.87659545392497e-29
"210004_at.t","210004_at",10.7967314269482,1.48570571558545e-16,4.54923090112264e-16
"210078_s_at.t","210078_s_at",6.68640693347858,5.6061274563757e-09,1.04543010179186e-08
"210107_at.t","210107_at",-13.2744461407883,2.9029608858388e-25,1.70284793724874e-24
"210118_s_at.t","210118_s_at",-3.89197177719388,0.000159502640424,0.000233682815779086
"210119_at.t","210119_at",8.1111359269709,7.69734330412038e-12,1.66449612974693e-11
"210133_at.t","210133_at",5.1896641233472,9.42079870723245e-07,1.56604156577339e-06
"210146_x_at.t","210146_x_at",10.5466582719695,2.86593963267183e-16,8.51990985945742e-16
"210147_at.t","210147_at",-5.09472251876738,1.18110042213284e-06,1.954880806795e-06
"210164_at.t","210164_at",4.91643222636322,3.08004845860374e-06,4.96897174933859e-06
"210170_at.t","210170_at",11.1460816348881,7.14579075988864e-17,2.21461652902621e-16
"210176_at.t","210176_at",9.46056409179373,2.96451404713706e-15,8.14842191412359e-15
"210221_at.t","210221_at",9.00913050895159,2.7506503084314e-13,6.58007128470074e-13
"210298_x_at.t","210298_x_at",9.92076005710292,2.33553835328659e-15,6.48949041539342e-15
"210299_s_at.t","210299_s_at",11.7222662942542,3.18882869986918e-19,1.190755302317e-18
"210302_s_at.t","210302_s_at",10.1497566119443,3.01528860795254e-15,8.27313057128198e-15
"210303_at.t","210303_at",8.96168882124472,1.04551299935394e-12,2.39982069266998e-12
"210377_at.t","210377_at",-8.96426304294655,2.91684491392484e-15,8.03181576118512e-15
"210397_at.t","210397_at",-3.19140320898694,0.00180012265645661,0.00247395672085734
"210511_s_at.t","210511_s_at",15.2688820984944,3.97529648383447e-29,3.43851916200597e-28
"210517_s_at.t","210517_s_at",17.882919039392,5.31540086482117e-37,1.56497667770023e-35
"210619_s_at.t","210619_s_at",-8.06817076001546,3.86329678070739e-13,9.14174245944825e-13
"210641_at.t","210641_at",-9.30198988092604,5.52510978306216e-16,1.61122725292727e-15
"210674_s_at.t","210674_s_at",5.78052729942886,6.23257268944589e-08,1.09805164413598e-07
"210809_s_at.t","210809_s_at",15.4251209464531,4.53204225640091e-30,4.62570446303319e-29
"210861_s_at.t","210861_s_at",-3.29300346848691,0.0012727796270913,0.00176505942851158
"210873_x_at.t","210873_x_at",4.85029139708688,6.13983241595728e-06,9.7713964956659e-06
"210875_s_at.t","210875_s_at",11.7784423758831,1.41618705600347e-18,4.92768723350297e-18
"210889_s_at.t","210889_s_at",13.241252573803,1.16795856219565e-21,5.16804785757672e-21
"210895_s_at.t","210895_s_at",13.4042223346667,1.10011230592378e-24,6.16949428706706e-24
"210933_s_at.t","210933_s_at",5.44609259797491,2.49713104066395e-07,4.25735815507406e-07
"210942_s_at.t","210942_s_at",11.0497920023243,6.21067048822745e-17,1.93656548217439e-16
"211276_at.t","211276_at",8.21921773112067,2.00709915614373e-11,4.22097363743962e-11
"211357_s_at.t","211357_s_at",-4.70516772585385,7.6127985562581e-06,1.20280645919826e-05
"211372_s_at.t","211372_s_at",-3.65686385008409,0.000380300789599917,0.000543641931724998
"211470_s_at.t","211470_s_at",-2.4942331794603,0.0138890442666364,0.0179141758822412
"211555_s_at.t","211555_s_at",16.3641535516536,1.28956795817403e-29,1.17519556188359e-28
"211564_s_at.t","211564_s_at",15.3816627524159,2.39906250958038e-28,1.88357164213721e-27
"211571_s_at.t","211571_s_at",18.4975184057732,3.49716695097655e-38,1.45393409099711e-36
"211597_s_at.t","211597_s_at",18.5189956398111,4.36579994459108e-38,1.7589578197813e-36
"211633_x_at.t","211633_x_at",2.15644692614039,0.033284016499065,0.0414628391050191
"211643_x_at.t","211643_x_at",2.43756730341469,0.0163295960843452,0.0209912775861734
"211668_s_at.t","211668_s_at",9.30351403683307,3.96471288960111e-15,1.07243382225783e-14
"211766_s_at.t","211766_s_at",-2.38451714221719,0.0185432735281109,0.0237372506450984
"211776_s_at.t","211776_s_at",8.16802910127793,2.22957487426788e-13,5.35867995683536e-13
"211798_x_at.t","211798_x_at",2.18805941527969,0.0306874604564888,0.0383217797380786
"211848_s_at.t","211848_s_at",-7.46632240504852,1.1608307728101e-11,2.47181072763874e-11
"211958_at.t","211958_at",15.3530415276084,4.74272731032087e-30,4.77704967901398e-29
"211959_at.t","211959_at",16.5990923476438,8.41967740022427e-33,1.12091531302116e-31
"212094_at.t","212094_at",2.96174146833474,0.00388840563380557,0.00521291508349942
"212233_at.t","212233_at",17.2636888532085,4.6090030126984e-33,6.30034251110826e-32
"212262_at.t","212262_at",18.3413664855821,9.40373624420164e-37,2.48226210170219e-35
"212263_at.t","212263_at",16.9612776903008,8.17562101373546e-35,1.5080573219312e-33
"212298_at.t","212298_at",17.9243122677248,7.66737527686386e-37,2.09620563372832e-35
"212344_at.t","212344_at",19.5620482174867,2.18371264819395e-40,1.51966548381134e-38
"212353_at.t","212353_at",19.7204991008643,7.14922616935198e-41,5.21212631679899e-39
"212354_at.t","212354_at",20.3398620754829,4.1405984375413e-42,4.52804014848267e-40
"212397_at.t","212397_at",16.4918324356671,8.25958592637797e-34,1.26485513922287e-32
"212398_at.t","212398_at",13.7633102167996,4.82446392928742e-26,3.09048296056027e-25
"212464_s_at.t","212464_s_at",16.8065668084658,1.24903228750469e-32,1.60694826232746e-31
"212489_at.t","212489_at",15.3399465317238,4.28704205844224e-31,4.68818670819648e-30
"212526_at.t","212526_at",17.0888236145543,2.84000770273284e-31,3.17376043276203e-30
"212554_at.t","212554_at",12.6550366737825,4.06878291752039e-22,1.86506187027656e-21
"212592_at.t","212592_at",-2.88909821464004,0.00453639554455554,0.00604950175417837
"212636_at.t","212636_at",18.70224005478,9.89450108662803e-39,5.04949372120917e-37
"212681_at.t","212681_at",8.01417763867861,5.16428768009338e-13,1.21265712242684e-12
"212730_at.t","212730_at",9.34576295311364,1.44460316203365e-13,3.51619624971943e-13
"212764_at.t","212764_at",17.0495348638173,9.10955366028078e-34,1.36732614253822e-32
"212768_s_at.t","212768_s_at",-6.6447225948969,2.19417830503029e-09,4.14726788271775e-09
"212775_at.t","212775_at",11.7097220166097,4.73544972086209e-22,2.15132745478928e-21
"212806_at.t","212806_at",-3.84073187170417,0.00019825273697837,0.00028852180638202
"212850_s_at.t","212850_s_at",-3.31898348053438,0.00124871502404605,0.00173325720926065
"212865_s_at.t","212865_s_at",12.5384330074196,6.02391974027364e-21,2.51984183671009e-20
"212956_at.t","212956_at",13.5499805893827,1.55445662974727e-26,1.02580737075132e-25
"212992_at.t","212992_at",12.9661147290277,5.6360030394671e-25,3.21967188560602e-24
"213068_at.t","213068_at",15.0771298332257,1.75154143717524e-24,9.75130887387378e-24
"213071_at.t","213071_at",12.5596331443786,3.23146772734302e-19,1.203741384565e-18
"213094_at.t","213094_at",-2.66243755473885,0.00888897632460362,0.0116415934584843
"213110_s_at.t","213110_s_at",-2.21049255206126,0.0289189381315075,0.0362315010469215
"213122_at.t","213122_at",18.8560671982478,4.53903639759069e-33,6.26059885109131e-32
"213125_at.t","213125_at",19.7947455271178,3.69512498194539e-39,2.09527272124385e-37
"213131_at.t","213131_at",6.06044394799205,1.85246974014831e-08,3.35240091272702e-08
"213139_at.t","213139_at",13.9841685331206,7.2940713764895e-27,4.98536753455599e-26
"213241_at.t","213241_at",12.7444010707658,3.82091443931594e-24,2.0772696102046e-23
"213316_at.t","213316_at",18.4058581744102,8.74742896801856e-32,1.03816385659197e-30
"213369_at.t","213369_at",-5.13988413819525,1.01664720936598e-06,1.68816364158277e-06
"213371_at.t","213371_at",5.30374084432258,1.71595497198662e-06,2.81276987378106e-06
"213413_at.t","213413_at",21.3287950369546,4.0189832063535e-41,3.0765316444636e-39
"213418_at.t","213418_at",5.81599516667313,5.59327886979166e-08,9.86556445812331e-08
"213429_at.t","213429_at",18.4179637728688,1.04028118720765e-37,3.53926777247758e-36
"213432_at.t","213432_at",-6.12551477769759,1.04030153947766e-08,1.90742713406023e-08
"213438_at.t","213438_at",4.85738560803533,5.23256901799253e-06,8.36227887948493e-06
"213456_at.t","213456_at",-3.54037079725002,0.000570870930364484,0.000807020678105286
"213479_at.t","213479_at",4.52038096694655,1.5057697981174e-05,2.32861975850276e-05
"213537_at.t","213537_at",6.84543337667699,3.84492539080033e-10,7.49882901059275e-10
"213558_at.t","213558_at",-4.61266259534955,9.35489556562434e-06,1.47046664383684e-05
"213714_at.t","213714_at",-2.22529068633357,0.0279176925786184,0.0350344158507088
"213764_s_at.t","213764_s_at",12.8276121123911,1.00530878822457e-19,3.87689610773756e-19
"213765_at.t","213765_at",13.7251784703961,5.52964718941112e-21,2.31942187588724e-20
"213790_at.t","213790_at",12.5664221218753,3.4751450725746e-20,1.38193431327577e-19
"213791_at.t","213791_at",8.18999476178953,1.8986911629261e-11,3.99848166497918e-11
"213797_at.t","213797_at",10.2310120413683,1.0328873727718e-17,3.39345615389189e-17
"213800_at.t","213800_at",17.1492971777562,2.06041193321912e-33,2.91950565929147e-32
"213817_at.t","213817_at",8.41036688267439,3.2199963558533e-13,7.69081812919095e-13
"213831_at.t","213831_at",3.48488605863153,0.000715405683312019,0.00100577236101993
"213832_at.t","213832_at",4.07233693573339,8.16529453722449e-05,0.00012160569977131
"213880_at.t","213880_at",-2.09942629555849,0.0380949857499562,0.0472254438730226
"213894_at.t","213894_at",9.76809825879197,1.32067285020289e-14,3.43285251894844e-14
"213895_at.t","213895_at",5.78748407447793,7.31659601684973e-08,1.28166001164725e-07
"213905_x_at.t","213905_x_at",17.6175162256434,2.28790841933584e-36,5.47310592187995e-35
"213906_at.t","213906_at",3.79759512966486,0.000266571734833582,0.00038285302629476
"213909_at.t","213909_at",9.68137595864657,8.3247297680991e-15,2.19744159913099e-14
"213933_at.t","213933_at",14.3931132006827,8.52249415542141e-24,4.43807433739802e-23
"213943_at.t","213943_at",12.7136034721009,1.39529046884783e-23,7.19255793874083e-23
"213953_at.t","213953_at",-5.97957909742425,9.96513811138478e-08,1.73173966498639e-07
"213954_at.t","213954_at",-4.7442387069071,5.46062707960561e-06,8.70856256132936e-06
"213974_at.t","213974_at",8.26241548583687,1.28146010028979e-11,2.71733436778901e-11
"213993_at.t","213993_at",7.14542239597588,5.93160685910367e-11,1.21733111277315e-10
"213994_s_at.t","213994_s_at",7.47340432999961,1.02800928404006e-11,2.20123386554591e-11
"214012_at.t","214012_at",2.40804121004481,0.0175333274106949,0.0225008585630964
"214023_x_at.t","214023_x_at",3.57108921946961,0.000525023174904881,0.000744268963684605
"214038_at.t","214038_at",10.5252203659121,2.51506202647329e-17,8.02199992193875e-17
"214059_at.t","214059_at",4.44415843977129,2.48048666213474e-05,3.7787314226152e-05
"214142_at.t","214142_at",-9.52062471156409,3.46976603775995e-16,1.02750711872543e-15
"214156_at.t","214156_at",-8.21534462336411,1.88152067899786e-13,4.55072379075154e-13
"214212_x_at.t","214212_x_at",15.7558476750754,7.24701395336469e-28,5.33422036663526e-27
"214261_s_at.t","214261_s_at",-8.96480487952986,3.18273818736121e-15,8.70137886580359e-15
"214324_at.t","214324_at",-4.23587529367532,4.67015466899089e-05,7.03740826596954e-05
"214385_s_at.t","214385_s_at",-4.50457432455096,1.47710966815123e-05,2.2866075853787e-05
"214452_at.t","214452_at",10.9159535966011,2.3079189177029e-17,7.39210013180573e-17
"214453_s_at.t","214453_s_at",7.68936981275671,5.62102825212218e-12,1.22589661737878e-11
"214505_s_at.t","214505_s_at",10.4175350439509,7.44080208454535e-16,2.14132856981935e-15
"214511_x_at.t","214511_x_at",16.9407793062747,6.06178556583824e-30,5.98747980728925e-29
"214587_at.t","214587_at",13.6342823457568,1.42181628745363e-21,6.23725139281234e-21
"214701_s_at.t","214701_s_at",11.191506801336,3.69648275511396e-18,1.26323997724988e-17
"214702_at.t","214702_at",9.27272868952175,1.92741084875499e-13,4.65436279092095e-13
"214761_at.t","214761_at",13.3185957692086,1.05173312346886e-24,5.96371634085489e-24
"214770_at.t","214770_at",13.9691865826532,5.53923750389585e-23,2.75343266833264e-22
"214844_s_at.t","214844_s_at",19.823376190519,2.44569519848748e-36,5.76055284443744e-35
"214920_at.t","214920_at",9.73643828630551,1.63494245672341e-14,4.21396784721134e-14
"214927_at.t","214927_at",11.2873163348146,1.39630343458981e-17,4.54838416671701e-17
"214974_x_at.t","214974_x_at",2.10604497455087,0.0374491525551733,0.0465001237323361
"215014_at.t","215014_at",2.33122864859141,0.0214995358991306,0.027293357762495
"215049_x_at.t","215049_x_at",16.3405974806533,2.11482621241671e-31,2.41626785911193e-30
"215077_at.t","215077_at",7.82115382735414,6.70377404767191e-11,1.37212273622803e-10
"215078_at.t","215078_at",3.87607135108235,0.000212845338365609,0.000308877927049997
"215125_s_at.t","215125_s_at",-7.96766176134986,1.26209515305621e-12,2.87539833233491e-12
"215175_at.t","215175_at",4.07661713220721,9.70748407706639e-05,0.000144152843084274
"215199_at.t","215199_at",9.2444289022448,9.29537228815262e-14,2.29166102627402e-13
"215268_at.t","215268_at",5.85298573343819,7.84174779266175e-08,1.37051551033849e-07
"215294_s_at.t","215294_s_at",10.714694658717,1.04674888703431e-18,3.69256347016021e-18
"215306_at.t","215306_at",12.9763493986361,5.93662616158969e-20,2.34251924056542e-19
"215440_s_at.t","215440_s_at",13.9316193444372,9.55225530731038e-27,6.47101897145672e-26
"215446_s_at.t","215446_s_at",14.9620955575,4.205530459872e-29,3.59702074528717e-28
"215578_at.t","215578_at",-3.31550833897893,0.00118558940553231,0.00164713010877492
"215591_at.t","215591_at",-3.14702240952056,0.00206286525233244,0.00282238311110005
"215617_at.t","215617_at",11.2397523238803,1.1638506157537e-17,3.80738310410025e-17
