"","Probeset_ID","t_stats","p_value","adjust_p"
"215646_s_at.t","215646_s_at",18.5358044542529,1.51025273144179e-38,7.00665736920418e-37
"215657_at.t","215657_at",-4.48834862174652,1.6021156996901e-05,2.47262009700155e-05
"215702_s_at.t","215702_s_at",-4.62228694819791,9.30075363080501e-06,1.46345876760149e-05
"215703_at.t","215703_at",-5.57202568183349,1.39026152086042e-07,2.40507388523989e-07
"215870_s_at.t","215870_s_at",10.4990616362946,7.54055210805913e-16,2.1659634666864e-15
"216005_at.t","216005_at",6.51998558259039,1.12026794652686e-08,2.04182169777694e-08
"216321_s_at.t","216321_s_at",18.2817854424061,6.35327522163778e-38,2.30751468665878e-36
"216560_x_at.t","216560_x_at",2.90152040068427,0.00450372523981408,0.0060167568430675
"216598_s_at.t","216598_s_at",15.0223316114775,2.43755047124427e-29,2.15716171761559e-28
"216687_x_at.t","216687_x_at",-3.53488548036067,0.000594793953529086,0.000839289901247033
"216693_x_at.t","216693_x_at",14.2967611819824,1.26032665882509e-26,8.42602670157732e-26
"216853_x_at.t","216853_x_at",2.10133557166546,0.0377684040290585,0.0468585304444802
"216950_s_at.t","216950_s_at",14.9745823379747,5.59390656622581e-27,3.8928504331326e-26
"217109_at.t","217109_at",-9.71377932601801,1.52175904487932e-15,4.26705695551327e-15
"217110_s_at.t","217110_s_at",-9.50750368665053,8.07110574409394e-16,2.31401926857825e-15
"217238_s_at.t","217238_s_at",-4.39867351575327,2.55807445585291e-05,3.89305366989145e-05
"217258_x_at.t","217258_x_at",2.27155083638698,0.0250233494497746,0.0315314798416502
"217388_s_at.t","217388_s_at",5.72956010198528,6.76870888169951e-08,1.1870439058284e-07
"217428_s_at.t","217428_s_at",15.647919823038,2.18345720557716e-28,1.72313040295806e-27
"217564_s_at.t","217564_s_at",-5.32948731101735,5.0719520665457e-07,8.50510253437181e-07
"217590_s_at.t","217590_s_at",-9.83953499556216,2.15109496689691e-17,6.93331872488246e-17
"217889_s_at.t","217889_s_at",10.6537104211491,2.07860145691943e-19,7.85762674208308e-19
"217966_s_at.t","217966_s_at",15.0223229104865,4.22385532021527e-27,2.95284132203177e-26
"217967_s_at.t","217967_s_at",17.6917301954611,5.5243325354999e-36,1.24378722233093e-34
"218087_s_at.t","218087_s_at",12.4097210848288,2.21170513317179e-21,9.59240951525782e-21
"218468_s_at.t","218468_s_at",15.1279782240124,1.01118252930555e-29,9.55629908868397e-29
"218469_at.t","218469_at",14.7813989683984,3.64057858416521e-29,3.16688966611189e-28
"218502_s_at.t","218502_s_at",17.4205355268717,1.0576921832036e-35,2.28074187673904e-34
"218651_s_at.t","218651_s_at",13.6591400515528,2.00170961223538e-26,1.30409251758824e-25
"218656_s_at.t","218656_s_at",18.7050213664344,1.06146485570023e-38,5.07844591899081e-37
"218694_at.t","218694_at",22.5141581868672,4.985648028944e-45,1.09043244747332e-42
"218718_at.t","218718_at",15.8944526415389,1.88908209892738e-32,2.31374775476626e-31
"218730_s_at.t","218730_s_at",8.64852359160747,1.74190868203215e-12,3.93342506222894e-12
"218736_s_at.t","218736_s_at",13.2549768339619,5.93345374372079e-23,2.91157618001171e-22
"218804_at.t","218804_at",2.76420641038666,0.00662015266276977,0.00874499890138094
"218820_at.t","218820_at",14.098063780001,5.26210562889639e-23,2.62419665076234e-22
"218824_at.t","218824_at",11.4450592929703,7.42568640195082e-18,2.46076317778933e-17
"218854_at.t","218854_at",14.045216542888,6.76581915327513e-28,5.004091364089e-27
"218934_s_at.t","218934_s_at",8.98518880324657,4.97327665831854e-13,1.16959855052007e-12
"218990_s_at.t","218990_s_at",2.33539958157267,0.021914865998068,0.0277975640787424
"219087_at.t","219087_at",17.0585974203828,1.75243037746326e-34,3.04883057715484e-33
"219179_at.t","219179_at",10.3195964742069,1.19661604940231e-18,4.19226355065203e-18
"219213_at.t","219213_at",16.9047675310814,3.48737036925823e-30,3.58333156733849e-29
"219228_at.t","219228_at",11.8985180086267,1.47776611085924e-21,6.46417118778712e-21
"219230_at.t","219230_at",6.82811037053542,1.58297059603785e-09,3.006858539124e-09
"219288_at.t","219288_at",5.02176888429072,1.75220728223575e-06,2.86912229850581e-06
"219312_s_at.t","219312_s_at",2.40981488188528,0.0173410781808546,0.0222728109856447
"219386_s_at.t","219386_s_at",14.240961460423,1.52191790647379e-25,9.28309288769474e-25
"219410_at.t","219410_at",12.0943567183578,6.03514796021471e-23,2.94261513601552e-22
"219434_at.t","219434_at",8.62348105564249,1.37104539207894e-13,3.3424689415173e-13
"219454_at.t","219454_at",4.73245745572891,6.7381645360034e-06,1.07124921127946e-05
"219574_at.t","219574_at",10.7791383988721,2.33077301490899e-17,7.44971500172372e-17
"219584_at.t","219584_at",11.0434516029024,7.65359620660861e-18,2.53081118624574e-17
"219607_s_at.t","219607_s_at",13.9588850036454,1.41621003878988e-27,1.0324845568511e-26
"219631_at.t","219631_at",11.10436530444,1.71254180017333e-20,6.95464587815746e-20
"219685_at.t","219685_at",5.15603824399376,1.62899771832283e-06,2.67883513077578e-06
"219727_at.t","219727_at",-10.3382589171193,3.3530155177775e-18,1.15100151518326e-17
"219732_at.t","219732_at",-2.10696899191619,0.037028186533798,0.046014735051335
"219764_at.t","219764_at",4.87057973474952,5.39288214085147e-06,8.60949171808508e-06
"219772_s_at.t","219772_s_at",3.9319880372465,0.00018161145887644,0.00026531215986625
"219773_at.t","219773_at",16.0984702071306,1.62201694896793e-26,1.06579740294845e-25
"219778_at.t","219778_at",18.5656233240707,4.12649298227636e-33,5.74332795987737e-32
"219789_at.t","219789_at",8.48545279529775,2.68902923965911e-12,5.98387175278794e-12
"219791_s_at.t","219791_s_at",7.84359413547041,8.68212498307619e-11,1.76290893224001e-10
"219795_at.t","219795_at",-4.37997751637962,2.8586380179376e-05,4.33324238164601e-05
"219836_at.t","219836_at",6.26848598797439,2.59746455169856e-08,4.65113243117017e-08
"219872_at.t","219872_at",7.34279362030998,3.78944959068758e-11,7.80840824137642e-11
"219890_at.t","219890_at",10.3049687328293,9.63271224068945e-16,2.74630957923567e-15
"219892_at.t","219892_at",12.835712046892,1.16004316192412e-20,4.80007048893467e-20
"219908_at.t","219908_at",7.21493726200502,2.22732128416327e-10,4.40003727232771e-10
"219935_at.t","219935_at",10.9456701325075,7.12016310774478e-19,2.5469555415788e-18
"219937_at.t","219937_at",-5.52094457801638,2.49648270235807e-07,4.25735815507406e-07
"219947_at.t","219947_at",10.0245372434937,1.60487800286866e-16,4.89455821193609e-16
"219955_at.t","219955_at",-10.4771595197575,4.59268106114607e-19,1.67813716100588e-18
"219970_at.t","219970_at",-5.00046855480389,1.98077372782265e-06,3.22956823993235e-06
"219985_at.t","219985_at",9.21307432386276,4.41758418890758e-14,1.11056180512603e-13
"220005_at.t","220005_at",6.87046164784522,7.07102960666406e-10,1.36688716260135e-09
"220014_at.t","220014_at",10.5585623709588,1.17476720300617e-17,3.83490104009051e-17
"220026_at.t","220026_at",-7.72500207037363,2.74928851028875e-12,6.10908666074321e-12
"220030_at.t","220030_at",-7.65511878689249,1.87737347419953e-11,3.95903414462739e-11
"220037_s_at.t","220037_s_at",8.60409441682468,2.67330398731191e-12,5.95753770680428e-12
"220075_s_at.t","220075_s_at",-5.3524051027565,3.92137663810935e-07,6.61192470588703e-07
"220092_s_at.t","220092_s_at",11.952969916265,3.28106356300883e-19,1.21924959101129e-18
"220122_at.t","220122_at",9.65055547551342,2.2044822108562e-16,6.63077065780125e-16
"220133_at.t","220133_at",3.8049905198586,0.000238411722908599,0.000344022947948223
"220234_at.t","220234_at",-8.10382697055575,3.75088491167615e-13,8.88948111420461e-13
"220244_at.t","220244_at",8.68528920988538,6.941533165084e-13,1.61511964676954e-12
"220272_at.t","220272_at",17.779164090293,9.604056522364e-31,1.02823849900275e-29
"220301_at.t","220301_at",7.12599448302089,3.71739845860113e-10,7.26899491941046e-10
"220310_at.t","220310_at",-3.21015897315465,0.00166844275073851,0.00229710957857973
"220376_at.t","220376_at",-7.98459819012273,2.08962248528301e-12,4.69092672282739e-12
"220432_s_at.t","220432_s_at",-5.88433548350714,4.53577812736915e-08,8.02806510173662e-08
"220446_s_at.t","220446_s_at",-5.4168072188683,3.07809567161689e-07,5.22457258674663e-07
"220595_at.t","220595_at",8.34057633156887,1.35827449722151e-11,2.87623548443447e-11
"220622_at.t","220622_at",-13.1346067365202,1.469233470189e-25,8.99758577143741e-25
"220639_at.t","220639_at",-3.09811282329702,0.00239254001759869,0.00325308949106891
"220645_at.t","220645_at",-10.0560203315634,5.53365204477467e-18,1.8660839825e-17
"220723_s_at.t","220723_s_at",-6.55959848525387,1.27627427315082e-09,2.43637894288517e-09
"220724_at.t","220724_at",-6.25686604196153,6.08174860491122e-09,1.1299947954028e-08
"220794_at.t","220794_at",4.52674073001731,2.31666149328284e-05,3.53972928764075e-05
"220812_s_at.t","220812_s_at",-6.12513725978249,1.04848849964732e-08,1.91784455550783e-08
"220834_at.t","220834_at",-5.72896543669695,7.75128206019647e-08,1.35625289533266e-07
"220979_s_at.t","220979_s_at",14.2196959551356,7.43355670813969e-23,3.59014994326873e-22
"221019_s_at.t","221019_s_at",19.9311437103289,8.34093028098304e-34,1.26485513922287e-32
"221031_s_at.t","221031_s_at",6.72768679516401,6.47871789248524e-10,1.25555912574619e-09
"221132_at.t","221132_at",-2.54888728844719,0.0119709392007373,0.0155449600647403
"221207_s_at.t","221207_s_at",6.05469060948766,1.91307951088305e-08,3.45392067354004e-08
"221276_s_at.t","221276_s_at",17.3031363525451,7.97794238575332e-31,8.60157027647066e-30
"221305_s_at.t","221305_s_at",-9.16164463390438,1.42060014234836e-15,3.9907134274043e-15
"221491_x_at.t","221491_x_at",5.01210281163385,1.92879481074293e-06,3.15153132897271e-06
"221523_s_at.t","221523_s_at",12.4740329995265,5.9825411636586e-23,2.92628451168093e-22
"221618_s_at.t","221618_s_at",2.61612014826742,0.0100412519864955,0.0131170279789459
"221667_s_at.t","221667_s_at",14.0507142446761,1.29549699507239e-21,5.71586714540584e-21
"221730_at.t","221730_at",17.136824718873,2.45212806925854e-35,4.89737182742169e-34
"221747_at.t","221747_at",18.0566657710412,1.85290583628781e-30,1.92979512609295e-29
"221748_s_at.t","221748_s_at",19.7261645049437,6.29796152391638e-40,3.85687163724639e-38
"221874_at.t","221874_at",-11.4957579811477,5.08963531649198e-21,2.14662029464166e-20
"221900_at.t","221900_at",13.6294811481115,1.09661155825428e-22,5.19787088448081e-22
"221911_at.t","221911_at",8.65158558442172,1.74740323362479e-14,4.49625941290682e-14
"221933_at.t","221933_at",10.6826837341135,1.5222159365343e-16,4.6517217541597e-16
"221942_s_at.t","221942_s_at",16.5862354403956,1.5009346298061e-32,1.8991164613497e-31
"221974_at.t","221974_at",5.16701700590419,1.12218704911811e-06,1.85938135519462e-06
"222043_at.t","222043_at",14.8891971350606,4.54344082435138e-24,2.43217059513356e-23
"222088_s_at.t","222088_s_at",11.247056126861,1.95723903921051e-19,7.41716081443389e-19
"222162_s_at.t","222162_s_at",10.9467626407093,4.31372232186516e-19,1.58757424874413e-18
"222257_s_at.t","222257_s_at",-2.10849763576469,0.0369422893520286,0.045945284320029
"222288_at.t","222288_at",14.016875458519,1.38490441756284e-27,1.01449218339173e-26
"222379_at.t","222379_at",17.5297063439195,9.40823283887901e-30,8.946586631257e-29
"222486_s_at.t","222486_s_at",9.7550880009506,4.88599235982393e-15,1.30796304134549e-14
"222717_at.t","222717_at",9.2164664954441,1.9806547848759e-13,4.77540547345669e-13
"222719_s_at.t","222719_s_at",14.0240044645532,3.26512774545466e-25,1.88638135029852e-24
"222722_at.t","222722_at",9.31125840098396,4.95103242594354e-14,1.23856709871235e-13
"222877_at.t","222877_at",20.0174638128672,7.49995135476177e-36,1.64343756955708e-34
"222880_at.t","222880_at",12.3757228871895,8.95632773050802e-20,3.4626610493454e-19
"222925_at.t","222925_at",-2.79533831117115,0.00596787990997751,0.00789699580136177
"222938_x_at.t","222938_x_at",-2.8309396822893,0.00544356937710057,0.00722819142787595
"223121_s_at.t","223121_s_at",21.9794780056967,1.20747237027451e-41,1.21758043445817e-39
"223122_s_at.t","223122_s_at",22.3516576715084,1.06601997688104e-46,5.44025528201626e-44
"223235_s_at.t","223235_s_at",6.10877021666115,1.11263516184305e-08,2.03032709509142e-08
"223343_at.t","223343_at",13.7904124189961,2.7619339383506e-27,1.95764854611795e-26
"223374_s_at.t","223374_s_at",7.58876406665336,1.14995723655398e-11,2.4520675893651e-11
"223395_at.t","223395_at",9.04499248394144,2.46835485464167e-15,6.83372745471319e-15
"223435_s_at.t","223435_s_at",6.32533046030294,4.48897687724353e-09,8.40174034114896e-09
"223447_at.t","223447_at",-8.26076106626672,4.31858137484038e-12,9.45886707422121e-12
"223475_at.t","223475_at",14.1202362459678,3.19142063105377e-25,1.85078219172096e-24
"223503_at.t","223503_at",3.93459360820721,0.000141799500544859,0.000208144808565847
"223509_at.t","223509_at",-3.78369982310642,0.000244898381885706,0.000352718177485434
"223541_at.t","223541_at",-2.97788925362281,0.00352656954767982,0.00474444461994535
"223597_at.t","223597_at",-11.0977608049692,1.28476127758793e-20,5.28755246233097e-20
"223599_at.t","223599_at",7.58227093156899,2.81994448893189e-11,5.85798509166178e-11
"223614_at.t","223614_at",9.3285004680216,7.76452337280486e-14,1.92665887905417e-13
"223620_at.t","223620_at",9.57476458042235,2.70478918660173e-16,8.05648296631762e-16
"223623_at.t","223623_at",8.76149360782715,1.38529053696893e-12,3.15138159301551e-12
"223672_at.t","223672_at",10.00414720944,3.80409256875704e-15,1.03263576644805e-14
"223704_s_at.t","223704_s_at",-4.13495593318878,6.29016009885184e-05,9.42293063732111e-05
"223721_s_at.t","223721_s_at",-3.80125655094381,0.000222751190814788,0.000322336553059962
"223761_at.t","223761_at",2.52053242804864,0.0135917007431081,0.0175602479643025
"223952_x_at.t","223952_x_at",-3.237457760279,0.00156768042066917,0.00216421886748828
"223969_s_at.t","223969_s_at",-9.64389548067402,6.61829205056492e-17,2.05529515809633e-16
"223970_at.t","223970_at",-10.0072141201466,7.10445666201959e-18,2.36454851077217e-17
"223987_at.t","223987_at",7.74080764803762,8.64928547872408e-11,1.75857318299158e-10
"224009_x_at.t","224009_x_at",-3.23473432858147,0.00157584543584951,0.00217353095701405
"224027_at.t","224027_at",-9.48050383223984,1.4595079661203e-16,4.4779693309222e-16
"224221_s_at.t","224221_s_at",-3.2432248075599,0.00162668368548336,0.00224163161338886
"224339_s_at.t","224339_s_at",8.75624659903669,1.65519744216833e-12,3.7486794141416e-12
"224352_s_at.t","224352_s_at",12.2687534352385,3.59901403732733e-21,1.54344271460732e-20
"224355_s_at.t","224355_s_at",-4.54101993490851,1.32454907317227e-05,2.05667812477358e-05
"224358_s_at.t","224358_s_at",9.47348971977578,8.93430516798507e-15,2.35024419453353e-14
"224396_s_at.t","224396_s_at",16.3547191603483,3.59005351375017e-28,2.76199594449825e-27
"224412_s_at.t","224412_s_at",-3.01683615536648,0.00307582383796752,0.00415263341792617
"224646_x_at.t","224646_x_at",8.97098198259314,6.11366334210278e-15,1.62218692838117e-14
"224663_s_at.t","224663_s_at",13.5520495100006,1.5434153018322e-23,7.92942559431241e-23
"224694_at.t","224694_at",17.6272849589875,2.10183321419122e-36,5.1901720176238e-35
"224901_at.t","224901_at",6.99931910790233,1.190934030121e-10,2.38967234615367e-10
"224911_s_at.t","224911_s_at",8.74729575797132,2.54214043334278e-14,6.43308595611206e-14
"224941_at.t","224941_at",10.1377306604923,3.46183672233823e-17,1.09279835503089e-16
"224997_x_at.t","224997_x_at",10.571150204773,1.10930464267795e-18,3.89528763288979e-18
"225021_at.t","225021_at",16.9755791403148,5.05689255403278e-34,8.14958157918335e-33
"225045_at.t","225045_at",14.2008470290441,2.08610592467538e-25,1.25741266562126e-24
"225242_s_at.t","225242_s_at",22.6880916598421,3.10349184535399e-46,1.18786150380924e-43
"225265_at.t","225265_at",19.0899567191296,8.58717695646484e-39,4.53343721391299e-37
"225285_at.t","225285_at",15.8680660702248,1.14112573151673e-30,1.21323853816119e-29
"225288_at.t","225288_at",4.5637801265967,1.16924321730551e-05,1.82664425070891e-05
"225381_at.t","225381_at",17.9077333834301,2.34374854186397e-29,2.08620873115915e-28
"225442_at.t","225442_at",20.8880618659567,4.80989761696806e-43,6.13662770964842e-41
"225464_at.t","225464_at",20.5564900678447,1.02110864075793e-42,1.20255179153876e-40
"225481_at.t","225481_at",20.2912077863859,1.27245505887203e-41,1.21758043445817e-39
"225540_at.t","225540_at",7.59810613385088,2.02120540600401e-11,4.24480860986576e-11
"225575_at.t","225575_at",8.62390991330973,9.265390361612e-13,2.13312972084631e-12
"225619_at.t","225619_at",-3.04210267041184,0.00284040460911271,0.00384157195808441
"225651_at.t","225651_at",18.2597179614116,6.22799363617775e-38,2.30751468665878e-36
"225681_at.t","225681_at",16.5321477926162,1.97094765330592e-33,2.85057362575785e-32
"225688_s_at.t","225688_s_at",15.106256147592,4.72609461702295e-30,4.77704967901398e-29
"225710_at.t","225710_at",19.7264685407119,3.48686595233221e-41,2.80967988053717e-39
"225720_at.t","225720_at",11.3919246846419,7.27973417394734e-18,2.41762972241071e-17
"225721_at.t","225721_at",10.3325868229081,7.15125795668199e-16,2.0618787065311e-15
"225782_at.t","225782_at",21.5985719144549,6.36289990256921e-45,1.10148428596651e-42
"225790_at.t","225790_at",20.2631330739761,3.66593069316826e-34,6.11040234493117e-33
"225894_at.t","225894_at",11.0749104722608,1.6993590063372e-16,5.17240286024304e-16
"225895_at.t","225895_at",12.5031235474469,5.7510456565571e-22,2.58966202946733e-21
"225915_at.t","225915_at",3.9756805460718,0.000134963480131709,0.000198681815463122
"225946_at.t","225946_at",19.1348541258303,6.81024284620419e-34,1.06392671403455e-32
"225968_at.t","225968_at",19.4512232138922,2.02847009670057e-36,5.09112740663699e-35
"225987_at.t","225987_at",10.2259477411867,1.07363399752522e-16,3.30731116742677e-16
"226066_at.t","226066_at",18.6042777303144,6.19628429405809e-37,1.75676134337091e-35
"226069_at.t","226069_at",15.8726582738303,3.18686466880022e-25,1.85078219172096e-24
"226071_at.t","226071_at",8.22156326983898,8.95015887162501e-12,1.92453556635644e-11
"226084_at.t","226084_at",15.7527210592428,8.91244249035861e-30,8.52809340796189e-29
"226103_at.t","226103_at",18.5721985782485,1.98479491773539e-33,2.85057362575785e-32
"226142_at.t","226142_at",9.27059304793604,7.07654444022819e-16,2.04418670528101e-15
"226145_s_at.t","226145_s_at",2.97203470773579,0.00360237397125439,0.00484103851854496
"226147_s_at.t","226147_s_at",-6.95591988109118,1.44105552683161e-09,2.74751682637508e-09
"226152_at.t","226152_at",17.8934680680928,3.67182897278686e-34,6.11040234493117e-33
"226225_at.t","226225_at",15.1656997824633,4.28023050118359e-28,3.22809502330644e-27
"226237_at.t","226237_at",19.3129109633909,4.57817260810667e-40,3.04747054913536e-38
"226248_s_at.t","226248_s_at",-11.0671651957606,6.76277997157837e-19,2.42478129660105e-18
"226303_at.t","226303_at",8.20796234025264,2.53866532312964e-12,5.66573849812169e-12
"226304_at.t","226304_at",7.88055303891854,2.84993812627647e-11,5.91227001535132e-11
"226311_at.t","226311_at",15.4644883784606,2.5232923714497e-31,2.84055927991874e-30
"226344_at.t","226344_at",3.40534613387564,0.000897289622857122,0.00125571335703314
"226425_at.t","226425_at",16.9793693557724,8.19590593097411e-30,7.94172910146921e-29
"226435_at.t","226435_at",10.9084158820416,6.12252621212453e-19,2.20555003076768e-18
"226439_s_at.t","226439_s_at",5.37673824257573,4.43508718986567e-07,7.45347803258435e-07
"226517_at.t","226517_at",17.1994952800642,1.25791612366062e-34,2.26572892391107e-33
"226545_at.t","226545_at",11.7514887028115,4.04074261867873e-22,1.85777085561475e-21
"226587_at.t","226587_at",5.89792257014431,4.00766156695534e-08,7.12628322765229e-08
"226612_at.t","226612_at",13.4796180261906,1.72728167191446e-22,8.08705883700625e-22
"226654_at.t","226654_at",-7.76206298703527,3.52237044193269e-12,7.77053191152585e-12
"226676_at.t","226676_at",15.5034438235096,1.1862770107153e-30,1.25254489890008e-29
"226677_at.t","226677_at",14.9744834608813,3.97617599792371e-28,3.01362646179267e-27
"226682_at.t","226682_at",12.1342032707965,3.18524278402619e-23,1.60944115588914e-22
"226695_at.t","226695_at",14.6519054789862,1.88589212182501e-29,1.69841225794947e-28
"226701_at.t","226701_at",10.5913468288901,5.64371851928994e-17,1.76698017444435e-16
"226769_at.t","226769_at",17.045062624046,5.45585657634687e-34,8.70095460248651e-33
"226777_at.t","226777_at",17.3190524344928,6.00906081800978e-34,9.48440423955977e-33
"226789_at.t","226789_at",2.48114937258448,0.0144598357161635,0.0186346872739447
"226834_at.t","226834_at",18.8545410723914,6.48093608924412e-38,2.30751468665878e-36
"226847_at.t","226847_at",10.0155163997969,2.24580050588554e-16,6.74180504806033e-16
"226869_at.t","226869_at",4.10963455518855,6.97896566107125e-05,0.000104343715108399
"226885_at.t","226885_at",11.6665968580008,6.92197979919797e-22,3.10778623829094e-21
"226930_at.t","226930_at",21.7407554259285,6.47508724604741e-45,1.10148428596651e-42
"226997_at.t","226997_at",14.2863678516659,2.28973899562174e-27,1.65358037844193e-26
"227006_at.t","227006_at",9.71257103718353,1.57239494257321e-14,4.05958964094364e-14
"227048_at.t","227048_at",-4.11100405154692,7.02720471889908e-05,0.000104962443167166
"227059_at.t","227059_at",22.1272130560437,4.68308051906206e-45,1.09043244747332e-42
"227061_at.t","227061_at",21.20784302471,1.71101985918959e-38,7.70462177770373e-37
"227070_at.t","227070_at",17.3072462578793,2.18346276000095e-35,4.51740741292088e-34
"227084_at.t","227084_at",6.42035094765042,7.5009405912305e-09,1.38527624187864e-08
"227123_at.t","227123_at",2.90847623516201,0.0045400898207387,0.00604950175417837
"227140_at.t","227140_at",14.9034652646839,1.62608476005732e-29,1.47309808736554e-28
"227148_at.t","227148_at",5.61152119210892,2.35678842740774e-07,4.0281386319978e-07
"227174_at.t","227174_at",-3.70712328211637,0.000316140926689879,0.000453194530676222
"227226_at.t","227226_at",-12.0694355445455,1.89878808976047e-22,8.8360017186118e-22
"227233_at.t","227233_at",10.1699456583454,1.2671035498339e-15,3.57921685386661e-15
"227235_at.t","227235_at",15.3823931916412,9.61059966317369e-29,7.78509422450737e-28
"227236_at.t","227236_at",15.1903474262477,7.19258793806455e-29,5.95235250441991e-28
"227239_at.t","227239_at",11.2430203677045,6.09422024622937e-21,2.54230277846789e-20
"227306_at.t","227306_at",-6.7748607274484,3.76054042756007e-10,7.34360637065622e-10
"227376_at.t","227376_at",17.3246731011092,1.88691832888575e-32,2.31374775476626e-31
"227399_at.t","227399_at",16.6984160454424,5.17163356345824e-28,3.88126028708557e-27
"227458_at.t","227458_at",6.10972096670535,2.58950531136044e-08,4.64230987317662e-08
"227478_at.t","227478_at",9.15676612991427,6.16563117099698e-15,1.63314555757723e-14
"227506_at.t","227506_at",-8.12034947501701,3.72325865028062e-13,8.83768836213896e-13
"227526_at.t","227526_at",8.40780997154669,1.76546122937877e-12,3.98073805917364e-12
"227529_s_at.t","227529_s_at",14.2211099793038,2.23657776145927e-25,1.34282374619378e-24
"227530_at.t","227530_at",14.6841772090562,2.49962832395504e-27,1.79668120374421e-26
"227565_at.t","227565_at",12.3445217817457,5.74860889332223e-22,2.58966202946733e-21
"227566_at.t","227566_at",18.1170594792856,2.69973284226756e-37,8.61102287814925e-36
"227568_at.t","227568_at",9.84036729510973,2.17151911332944e-16,6.57034735673393e-16
"227618_at.t","227618_at",14.4903647734206,6.14485582410992e-24,3.22184050229873e-23
"227623_at.t","227623_at",18.2298229058659,3.20443752888541e-31,3.55506801211852e-30
"227629_at.t","227629_at",-7.19837874679725,6.2643482290945e-11,1.28389787667251e-10
"227646_at.t","227646_at",13.2056308566587,6.63539099735214e-23,3.21480494207156e-22
"227662_at.t","227662_at",13.4831612843533,1.04108163343252e-21,4.63341854879414e-21
"227688_at.t","227688_at",11.6485960429134,6.78146634628078e-18,2.27186542147831e-17
"227702_at.t","227702_at",-4.20918945945869,4.74359779598217e-05,7.14105036936943e-05
"227705_at.t","227705_at",16.5061229646436,9.20080233115758e-29,7.53284939518837e-28
"227725_at.t","227725_at",-13.4923395469676,2.82044436544213e-23,1.43458482508037e-22
"227727_at.t","227727_at",14.4435769795864,4.91187012351873e-24,2.62023455021156e-23
"227735_s_at.t","227735_s_at",-7.95972367803864,9.09230592817758e-13,2.09959583349018e-12
"227736_at.t","227736_at",-7.7775915899432,2.9556655303687e-12,6.55815061883257e-12
"227742_at.t","227742_at",4.94305287476678,2.30423177150191e-06,3.74498815516924e-06
"227758_at.t","227758_at",13.4889773439225,4.17987234540169e-22,1.91026404800298e-21
"227769_at.t","227769_at",6.04239696505323,2.15639721252713e-08,3.87493442767492e-08
"227794_at.t","227794_at",-3.36763253811512,0.0010104621906385,0.00140894136053511
"227803_at.t","227803_at",-3.53294529483844,0.000573110094603877,0.000809438703725586
"227812_at.t","227812_at",5.70330049306336,8.87441222396609e-08,1.54746299714033e-07
"227826_s_at.t","227826_s_at",8.39949876057459,4.31303804429524e-12,9.45886707422121e-12
"227827_at.t","227827_at",8.20982625853158,1.08917473924963e-11,2.32569947809091e-11
"227870_at.t","227870_at",7.01581105317356,3.46075834382366e-10,6.78414983917288e-10
"227874_at.t","227874_at",9.51317304938847,1.91185859243567e-14,4.90294054442045e-14
"227892_at.t","227892_at",3.65595185074388,0.000409593185494423,0.000584424200365296
"228004_at.t","228004_at",-10.9668560772665,3.20153087932519e-20,1.2797764428843e-19
"228033_at.t","228033_at",-2.18473124694517,0.0311490589126476,0.0388665111615839
"228080_at.t","228080_at",19.6734247412127,1.04226697884059e-34,1.89965564833921e-33
"228107_at.t","228107_at",8.64549640211396,1.7078300132687e-12,3.86216802114383e-12
"228128_x_at.t","228128_x_at",9.63205590775957,4.42937804699011e-16,1.29911451914595e-15
"228133_s_at.t","228133_s_at",7.23083060425659,8.91797658495679e-10,1.71310190107514e-09
"228141_at.t","228141_at",13.2328634598739,5.85738685052313e-26,3.69039476055593e-25
"228176_at.t","228176_at",17.5926598486464,4.85557256089211e-35,9.17763159348866e-34
"228186_s_at.t","228186_s_at",10.8446881223715,1.70613347245845e-19,6.48161376261509e-19
"228202_at.t","228202_at",16.6647844141471,4.94845287540139e-26,3.15670056343314e-25
"228218_at.t","228218_at",10.4557603515734,1.7104170674249e-16,5.1957312107689e-16
"228224_at.t","228224_at",14.3142932943786,2.05983196098474e-22,9.55637191596255e-22
"228233_at.t","228233_at",3.56528521171741,0.000544444028358387,0.000770373204636498
"228241_at.t","228241_at",-9.4254253700798,1.12442042782591e-13,2.7632225922977e-13
"228262_at.t","228262_at",2.26899580577401,0.0255074746731575,0.0320886965691078
"228293_at.t","228293_at",2.37055980998712,0.0192295453736909,0.0245746527271459
"228333_at.t","228333_at",17.82122729902,1.79190747505675e-32,2.2304149140747e-31
"228335_at.t","228335_at",11.616021535028,9.91577311564935e-19,3.50601585220766e-18
"228338_at.t","228338_at",-6.28239641106235,5.59716143328757e-09,1.04503099443454e-08
"228365_at.t","228365_at",7.24305616948124,3.2734133203921e-11,6.77242674800041e-11
"228390_at.t","228390_at",7.02750538248982,1.01352661530998e-10,2.04172269478892e-10
"228407_at.t","228407_at",6.5334808378179,1.06899765511051e-08,1.95302554889522e-08
"228423_at.t","228423_at",15.3660742715501,5.62856200519715e-26,3.56087951651109e-25
"228481_at.t","228481_at",12.0830450700107,7.62744522689881e-20,2.9866032333458e-19
"228494_at.t","228494_at",-3.79808659809479,0.000228129833212842,0.000329496957215907
"228504_at.t","228504_at",7.2207988749539,1.07412208942164e-09,2.05524723944764e-09
"228532_at.t","228532_at",15.0837332495418,1.41330920576866e-26,9.40772345231225e-26
